ID_GRAFIC,Grup_taxon,Nom_cat,Nom_cien,N_indi,N_obs,Data_obs,x,y,MAPX,MAPY
72,Aus,Falciot negre,Apus apus,0,1,2022-05-01,2.449436187744100,42.102202666426003,2.44943618774410,42.1022026664260
73,Aus,Falciot negre,Apus apus,20,1,2022-05-01,2.286095023155200,42.227861941199002,2.28609502315520,42.2278619411990
74,Aus,Falciot negre,Apus apus,2,1,2022-05-01,2.290718000000000,42.235748000000001,2.29071800000000,42.2357480000000
75,Aus,Falciot negre,Apus apus,2,1,2022-05-01,2.305224000000000,42.240141000000001,2.30522400000000,42.2401410000000
76,Aus,Falciot negre,Apus apus,5,1,2022-05-01,2.304940000000000,42.240884000000001,2.30494000000000,42.2408840000000
77,Aus,Falciot negre,Apus apus,7,1,2022-05-01,2.303867000000000,42.243713999999997,2.30386700000000,42.2437140000000
78,Aus,Falciot negre,Apus apus,3,1,2022-05-01,2.305401000000000,42.242786000000002,2.30540100000000,42.2427860000000
79,Aus,Falciot negre,Apus apus,25,1,2022-05-01,2.264285260000000,42.353597000000001,2.26428526000000,42.3535970000000
80,Aus,Falciot negre,Apus apus,8,1,2022-05-01,2.944132530000000,42.473020849999997,2.94413253000000,42.4730208500000
81,Aus,Falciot negre,Apus apus,0,1,2022-05-01,3.103129130000000,42.241947860000003,3.10312913000000,42.2419478600000
82,Aus,Falciot negre,Apus apus,0,2,2022-05-01,3.098525290000000,42.212060280000003,3.09852529000000,42.2120602800000
83,Aus,Falciot negre,Apus apus,0,1,2022-05-01,3.091410000000000,42.212778999999998,3.09141000000000,42.2127790000000
84,Aus,Falciot negre,Apus apus,0,2,2022-05-01,3.286226162099300,42.318148607853999,3.28622616209930,42.3181486078540
85,Aus,Falciot negre,Apus apus,0,1,2022-05-01,3.114592000000000,42.291024000000000,3.11459200000000,42.2910240000000
86,Aus,Falciot negre,Apus apus,12,1,2022-05-01,3.116536691184800,42.329035797438003,3.11653669118480,42.3290357974380
87,Aus,Falciot negre,Apus apus,0,1,2022-05-02,3.065097400000000,41.806545770000000,3.06509740000000,41.8065457700000
88,Aus,Falciot negre,Apus apus,0,1,2022-05-02,3.055615425109900,41.812874879165001,3.05561542510990,41.8128748791650
89,Aus,Falciot negre,Apus apus,9,1,2022-05-02,3.193887967744800,41.986367481994002,3.19388796774480,41.9863674819940
90,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.881923460000000,41.839639730000002,2.88192346000000,41.8396397300000
91,Aus,Falciot negre,Apus apus,20,1,2022-05-02,2.498678330000000,41.886531300000001,2.49867833000000,41.8865313000000
92,Aus,Falciot negre,Apus apus,0,2,2022-05-02,2.290144490000000,41.998779540000001,2.29014449000000,41.9987795400000
93,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.258076667785600,41.995317883294000,2.25807666778560,41.9953178832940
94,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.247637510299700,41.924456383637001,2.24763751029970,41.9244563836370
95,Aus,Falciot negre,Apus apus,50,1,2022-05-02,2.398997000000000,41.669570999999998,2.39899700000000,41.6695710000000
96,Aus,Falciot negre,Apus apus,43,3,2022-05-02,2.296252460000000,41.660297849999999,2.29625246000000,41.6602978500000
97,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.245112737771200,41.598505725525001,2.24511273777120,41.5985057255250
98,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.105343800000000,41.568899840000000,2.10534380000000,41.5688998400000
99,Aus,Falciot negre,Apus apus,8,1,2022-05-02,2.135682106018100,41.525029573238001,2.13568210601810,41.5250295732380
100,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.165423010000000,41.560344510000000,2.16542301000000,41.5603445100000
101,Aus,Falciot negre,Apus apus,4,1,2022-05-02,2.483710000000000,41.575940000000003,2.48371000000000,41.5759400000000
102,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.505906000000000,41.732301000000000,2.50590600000000,41.7323010000000
103,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.505878000000000,41.732391999999997,2.50587800000000,41.7323920000000
104,Aus,Falciot negre,Apus apus,4,1,2022-05-02,2.695588000000000,41.704397999999998,2.69558800000000,41.7043980000000
105,Aus,Falciot negre,Apus apus,20,1,2022-05-02,2.273260512028700,41.483743758750997,2.27326051202870,41.4837437587510
106,Aus,Falciot negre,Apus apus,4,1,2022-05-02,2.056436126499000,41.485079181079001,2.05643612649900,41.4850791810790
107,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.110383510589600,41.399378782661998,2.11038351058960,41.3993787826620
108,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.119655680000000,41.397872509999999,2.11965568000000,41.3978725100000
109,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.105383872985800,41.383763989835003,2.10538387298580,41.3837639898350
110,Aus,Falciot negre,Apus apus,7,1,2022-05-02,2.233149290000000,41.419663149999998,2.23314929000000,41.4196631500000
111,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.151815509078500,41.359290454167002,2.15181550907850,41.3592904541670
112,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.156422400000000,41.364054860000003,2.15642240000000,41.3640548600000
113,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.097326517105100,41.331088742752002,2.09732651710510,41.3310887427520
114,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.118586000000000,41.303964999999998,2.11858600000000,41.3039650000000
115,Aus,Falciot negre,Apus apus,20,1,2022-05-02,0.841180751428870,40.689163198747998,0.84118075142887,40.6891631987480
116,Aus,Falciot negre,Apus apus,2,1,2022-05-02,0.821661507035280,40.706772929252999,0.82166150703528,40.7067729292530
117,Aus,Falciot negre,Apus apus,4,1,2022-05-02,0.420317810000000,41.417346230000000,0.42031781000000,41.4173462300000
118,Aus,Falciot negre,Apus apus,7,1,2022-05-02,1.129188222037200,41.080889765504999,1.12918822203720,41.0808897655050
119,Aus,Falciot negre,Apus apus,60,1,2022-05-02,1.669664382934600,41.246514794319999,1.66966438293460,41.2465147943200
120,Aus,Falciot negre,Apus apus,0,1,2022-05-02,1.559485000000000,41.271165000000003,1.55948500000000,41.2711650000000
121,Aus,Falciot negre,Apus apus,0,1,2022-05-02,1.633272171020500,41.258904218642002,1.63327217102050,41.2589042186420
122,Aus,Falciot negre,Apus apus,0,1,2022-05-02,1.180375540000000,41.621027050000002,1.18037554000000,41.6210270500000
123,Aus,Falciot negre,Apus apus,0,1,2022-05-02,1.008815990000000,41.735266199999998,1.00881599000000,41.7352662000000
124,Aus,Falciot negre,Apus apus,0,1,2022-05-02,1.806709750000000,41.503138659999998,1.80670975000000,41.5031386600000
125,Aus,Falciot negre,Apus apus,0,1,2022-05-02,1.806544360000000,41.512144050000003,1.80654436000000,41.5121440500000
126,Aus,Falciot negre,Apus apus,0,1,2022-05-02,1.911655450000000,41.675313189999997,1.91165545000000,41.6753131900000
127,Aus,Falciot negre,Apus apus,0,1,2022-05-02,1.826430410000000,41.737522169999998,1.82643041000000,41.7375221700000
128,Aus,Falciot negre,Apus apus,10,1,2022-05-02,1.814248412874200,41.727264139455002,1.81424841287420,41.7272641394550
129,Aus,Falciot negre,Apus apus,100,1,2022-05-02,1.842226982116700,41.776528556049001,1.84222698211670,41.7765285560490
130,Aus,Falciot negre,Apus apus,0,1,2022-05-02,0.851997900000000,41.750453010000001,0.85199790000000,41.7504530100000
131,Aus,Falciot negre,Apus apus,0,1,2022-05-02,0.912498320000000,41.789593019999998,0.91249832000000,41.7895930200000
132,Aus,Falciot negre,Apus apus,0,1,2022-05-02,2.263480220000000,42.012760739999997,2.26348022000000,42.0127607400000
133,Aus,Falciot negre,Apus apus,4,1,2022-05-02,2.295657350000000,42.036451560000003,2.29565735000000,42.0364515600000
134,Aus,Falciot negre,Apus apus,4,1,2022-05-02,2.939421970000000,42.450539859999999,2.93942197000000,42.4505398600000
135,Aus,Falciot negre,Apus apus,2,1,2022-05-02,2.983652000000000,42.380785000000003,2.98365200000000,42.3807850000000
136,Aus,Falciot negre,Apus apus,11,1,2022-05-02,2.504599740000000,42.187877819999997,2.50459974000000,42.1878778200000
137,Aus,Falciot negre,Apus apus,2,1,2022-05-02,3.077670950000000,42.247857969999998,3.07767095000000,42.2478579700000
138,Aus,Falciot negre,Apus apus,6,1,2022-05-02,3.101899930000000,42.238832819999999,3.10189993000000,42.2388328200000
139,Aus,Falciot negre,Apus apus,0,1,2022-05-02,3.101885450000000,42.229826629999998,3.10188545000000,42.2298266300000
140,Aus,Falciot negre,Apus apus,2,1,2022-05-02,3.093976370000000,42.224474680000000,3.09397637000000,42.2244746800000
141,Aus,Falciot negre,Apus apus,0,1,2022-05-02,3.101856490000000,42.211814199999999,3.10185649000000,42.2118142000000
142,Aus,Falciot negre,Apus apus,7,1,2022-05-02,3.101792335510200,42.297468677489000,3.10179233551020,42.2974686774890
143,Aus,Falciot negre,Apus apus,4,1,2022-05-02,3.089856630000000,42.292879820000003,3.08985663000000,42.2928798200000
144,Aus,Falciot negre,Apus apus,0,1,2022-05-02,3.114117360000000,42.292858240000001,3.11411736000000,42.2928582400000
145,Aus,Falciot negre,Apus apus,2,1,2022-05-02,3.109985510000000,42.288539340000000,3.10998551000000,42.2885393400000
146,Aus,Falciot negre,Apus apus,4,1,2022-05-02,3.028665000000000,42.353574999999999,3.02866500000000,42.3535750000000
147,Aus,Falciot negre,Apus apus,9,1,2022-05-03,3.054973955006200,41.787396553556000,3.05497395500620,41.7873965535560
148,Aus,Falciot negre,Apus apus,0,1,2022-05-03,3.055615425109900,41.812874879165001,3.05561542510990,41.8128748791650
149,Aus,Falciot negre,Apus apus,6,1,2022-05-03,2.822488110000000,41.899251149999998,2.82248811000000,41.8992511500000
150,Aus,Falciot negre,Apus apus,2,1,2022-05-03,2.974502585213100,41.815042021602999,2.97450258521310,41.8150420216030
151,Aus,Falciot negre,Apus apus,30,1,2022-05-03,2.510731100000000,41.886583289999997,2.51073110000000,41.8865832900000
152,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.286800080000000,41.885104650000002,2.28680008000000,41.8851046500000
153,Aus,Falciot negre,Apus apus,11,1,2022-05-03,2.293389770000000,41.921478219999997,2.29338977000000,41.9214782200000
154,Aus,Falciot negre,Apus apus,30,2,2022-05-03,2.290144490000000,41.998779540000001,2.29014449000000,41.9987795400000
155,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.250351905822900,41.974543094841998,2.25035190582290,41.9745430948420
156,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.258076667785600,41.995317883294000,2.25807666778560,41.9953178832940
157,Aus,Falciot negre,Apus apus,10,1,2022-05-03,2.400494000000000,41.669317999999997,2.40049400000000,41.6693180000000
158,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.223976860000000,41.677846570000000,2.22397686000000,41.6778465700000
159,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.245112737771200,41.598505725525001,2.24511273777120,41.5985057255250
160,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.141321620000000,41.569174169999997,2.14132162000000,41.5691741700000
161,Aus,Falciot negre,Apus apus,7,1,2022-05-03,2.152843490000000,41.605288059999999,2.15284349000000,41.6052880600000
162,Aus,Falciot negre,Apus apus,10,1,2022-05-03,2.135682106018100,41.525029573238001,2.13568210601810,41.5250295732380
163,Aus,Falciot negre,Apus apus,5,1,2022-05-03,2.357376530000000,41.552570369999998,2.35737653000000,41.5525703700000
164,Aus,Falciot negre,Apus apus,35,1,2022-05-03,2.304404222550000,41.565422855912999,2.30440422255000,41.5654228559130
165,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.392925790000000,41.597799449999997,2.39292579000000,41.5977994500000
166,Aus,Falciot negre,Apus apus,2,1,2022-05-03,2.477407000000000,41.576334000000003,2.47740700000000,41.5763340000000
167,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.441308970000000,41.553008810000001,2.44130897000000,41.5530088100000
168,Aus,Falciot negre,Apus apus,2,1,2022-05-03,2.505907000000000,41.732252000000003,2.50590700000000,41.7322520000000
169,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.166925060000000,41.443261290000002,2.16692506000000,41.4432612900000
170,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.025173000000000,41.415908000000002,2.02517300000000,41.4159080000000
171,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.186428046502100,41.403819120695999,2.18642804650210,41.4038191206960
172,Aus,Falciot negre,Apus apus,4,1,2022-05-03,2.134393960512200,41.371769018125001,2.13439396051220,41.3717690181250
173,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.097326517105100,41.331088742752002,2.09732651710510,41.3310887427520
174,Aus,Falciot negre,Apus apus,0,1,2022-05-03,0.476015000000000,40.553868999999999,0.47601500000000,40.5538690000000
175,Aus,Falciot negre,Apus apus,8,1,2022-05-03,0.419961430000000,41.426344559999997,0.41996143000000,41.4263445600000
176,Aus,Falciot negre,Apus apus,0,1,2022-05-03,0.733519000000000,41.041237000000002,0.73351900000000,41.0412370000000
177,Aus,Falciot negre,Apus apus,2,1,2022-05-03,1.691084130000000,41.294714650000003,1.69108413000000,41.2947146500000
178,Aus,Falciot negre,Apus apus,0,1,2022-05-03,1.126325000000000,41.727249999999998,1.12632500000000,41.7272500000000
179,Aus,Falciot negre,Apus apus,0,1,2022-05-03,1.131866270000000,41.638261880000002,1.13186627000000,41.6382618800000
180,Aus,Falciot negre,Apus apus,0,1,2022-05-03,1.862397193908700,41.661723398277999,1.86239719390870,41.6617233982780
181,Aus,Falciot negre,Apus apus,20,1,2022-05-03,1.899722814559900,41.793048531235002,1.89972281455990,41.7930485312350
182,Aus,Falciot negre,Apus apus,6,1,2022-05-03,1.980736290000000,41.865088870000001,1.98073629000000,41.8650888700000
183,Aus,Falciot negre,Apus apus,10,1,2022-05-03,0.642305850000000,41.838939500000002,0.64230585000000,41.8389395000000
184,Aus,Falciot negre,Apus apus,2,1,2022-05-03,0.861325040000000,41.831682790000002,0.86132504000000,41.8316827900000
185,Aus,Falciot negre,Apus apus,0,1,2022-05-03,0.960746560000000,41.734422819999999,0.96074656000000,41.7344228200000
186,Aus,Falciot negre,Apus apus,0,1,2022-05-03,0.990443229675290,41.714634845947998,0.99044322967529,41.7146348459480
187,Aus,Falciot negre,Apus apus,0,1,2022-05-03,0.805148480000000,41.713542269999998,0.80514848000000,41.7135422700000
188,Aus,Falciot negre,Apus apus,0,1,2022-05-03,0.793136550000000,41.713312100000003,0.79313655000000,41.7133121000000
189,Aus,Falciot negre,Apus apus,2,1,2022-05-03,0.810749000000000,41.695087999999998,0.81074900000000,41.6950880000000
190,Aus,Falciot negre,Apus apus,0,1,2022-05-03,0.702448120000000,41.516249879999997,0.70244812000000,41.5162498800000
191,Aus,Falciot negre,Apus apus,0,1,2022-05-03,0.520348000000000,41.509264999999999,0.52034800000000,41.5092650000000
192,Aus,Falciot negre,Apus apus,30,1,2022-05-03,1.815447000000000,42.368519999999997,1.81544700000000,42.3685200000000
193,Aus,Falciot negre,Apus apus,0,1,2022-05-03,1.449269947282800,42.355197348566001,1.44926994728280,42.3551973485660
194,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.263480220000000,42.012760739999997,2.26348022000000,42.0127607400000
195,Aus,Falciot negre,Apus apus,0,1,2022-05-03,2.411491210000000,42.192337330000001,2.41149121000000,42.1923373300000
196,Aus,Falciot negre,Apus apus,0,1,2022-05-03,3.180642000000000,42.091532999999998,3.18064200000000,42.0915330000000
197,Aus,Falciot negre,Apus apus,0,1,2022-05-03,3.053389500000000,42.202840750000000,3.05338950000000,42.2028407500000
198,Aus,Falciot negre,Apus apus,40,1,2022-05-03,3.065511940000000,42.211840709999997,3.06551194000000,42.2118407100000
199,Aus,Falciot negre,Apus apus,0,1,2022-05-03,3.211009660000000,42.247690169999998,3.21100966000000,42.2476901700000
200,Aus,Falciot negre,Apus apus,0,1,2022-05-03,3.210979650000000,42.238684040000003,3.21097965000000,42.2386840400000
201,Aus,Falciot negre,Apus apus,0,1,2022-05-03,3.235319870000000,42.265655199999998,3.23531987000000,42.2656552000000
202,Aus,Falciot negre,Apus apus,0,1,2022-05-03,3.174694380000000,42.265763569999997,3.17469438000000,42.2657635700000
203,Aus,Falciot negre,Apus apus,50,1,2022-05-03,3.122309960000000,42.270154349999999,3.12230996000000,42.2701543500000
204,Aus,Falciot negre,Apus apus,0,1,2022-05-03,3.053518900000000,42.355944979999997,3.05351890000000,42.3559449800000
205,Aus,Falciot negre,Apus apus,0,1,2022-05-04,3.055615425109900,41.812874879165001,3.05561542510990,41.8128748791650
206,Aus,Falciot negre,Apus apus,0,1,2022-05-04,2.765929000000000,41.979599999999998,2.76592900000000,41.9796000000000
207,Aus,Falciot negre,Apus apus,20,1,2022-05-04,2.510799800000000,41.877576859999998,2.51079980000000,41.8775768600000
208,Aus,Falciot negre,Apus apus,0,1,2022-05-04,2.293389770000000,41.921478219999997,2.29338977000000,41.9214782200000
209,Aus,Falciot negre,Apus apus,0,1,2022-05-04,2.252999065606700,41.935623592283001,2.25299906560670,41.9356235922830
210,Aus,Falciot negre,Apus apus,15,1,2022-05-04,2.290144490000000,41.998779540000001,2.29014449000000,41.9987795400000
211,Aus,Falciot negre,Apus apus,0,1,2022-05-04,2.258076667785600,41.995317883294000,2.25807666778560,41.9953178832940
212,Aus,Falciot negre,Apus apus,0,1,2022-05-04,2.399577000000000,41.669943000000004,2.39957700000000,41.6699430000000
213,Aus,Falciot negre,Apus apus,0,1,2022-05-04,2.245112737771200,41.598505725525001,2.24511273777120,41.5985057255250
214,Aus,Falciot negre,Apus apus,0,1,2022-05-04,2.164726750000000,41.614382089999999,2.16472675000000,41.6143820900000
215,Aus,Falciot negre,Apus apus,20,1,2022-05-04,2.093367576599100,41.552044644620999,2.09336757659910,41.5520446446210
216,Aus,Falciot negre,Apus apus,180,1,2022-05-04,2.166001770000000,41.515312790000003,2.16600177000000,41.5153127900000
217,Aus,Falciot negre,Apus apus,12,1,2022-05-04,2.232756614685100,41.540160688349999,2.23275661468510,41.5401606883500
218,Aus,Falciot negre,Apus apus,0,1,2022-05-04,2.353814000000000,41.502316999999998,2.35381400000000,41.5023170000000
219,Aus,Falciot negre,Apus apus,2,1,2022-05-04,2.273244290000000,41.570083740000001,2.27324429000000,41.5700837400000
220,Aus,Falciot negre,Apus apus,0,1,2022-05-04,2.392841370000000,41.606806140000003,2.39284137000000,41.6068061400000
221,Aus,Falciot negre,Apus apus,15,1,2022-05-04,2.653069898172000,41.616530928387000,2.65306989817200,41.6165309283870
222,Aus,Falciot negre,Apus apus,40,1,2022-05-04,2.149509815153400,41.493415064802001,2.14950981515340,41.4934150648020
