ID_GRAFIC,Grup_taxon,Nom_cat,Nom_cien,N_indi,N_obs,Data_obs,x,y,MAPX,MAPY
0,Aus,Falciot negre,Apus apus,1,1,2022-03-03,3.210382360000000,42.058558439999999,3.21038236000000,42.0585584400000
1,Aus,Falciot negre,Apus apus,3,1,2022-03-13,3.032514000000000,41.784106000000001,3.03251400000000,41.7841060000000
2,Aus,Falciot negre,Apus apus,2,1,2022-03-14,2.237158820000000,41.578857130000003,2.23715882000000,41.5788571300000
3,Aus,Falciot negre,Apus apus,6,1,2022-03-15,2.483542000000000,41.575355999999999,2.48354200000000,41.5753560000000
4,Aus,Falciot negre,Apus apus,1,1,2022-03-15,2.541066942512300,41.606429740077999,2.54106694251230,41.6064297400780
5,Aus,Falciot negre,Apus apus,2,1,2022-03-16,2.018884000000000,41.555318999999997,2.01888400000000,41.5553190000000
6,Aus,Falciot negre,Apus apus,20,1,2022-03-16,2.047330141067500,41.309852782034000,2.04733014106750,41.3098527820340
7,Aus,Falciot negre,Apus apus,1,1,2022-03-16,3.104910000000000,42.231628000000001,3.10491000000000,42.2316280000000
8,Aus,Falciot negre,Apus apus,2,1,2022-03-18,2.002293000000000,41.560037000000001,2.00229300000000,41.5600370000000
9,Aus,Falciot negre,Apus apus,6,1,2022-03-19,2.819103285757600,41.973417440939997,2.81910328575760,41.9734174409400
10,Aus,Falciot negre,Apus apus,3,1,2022-03-19,2.086206750000000,41.301448200000003,2.08620675000000,41.3014482000000
11,Aus,Falciot negre,Apus apus,1,1,2022-03-20,1.729580413711400,41.224912822712000,1.72958041371140,41.2249128227120
12,Aus,Falciot negre,Apus apus,10,1,2022-03-21,1.680766560161000,41.209967442568001,1.68076656016100,41.2099674425680
13,Aus,Falciot negre,Apus apus,0,1,2022-03-21,1.826266400000000,41.746527250000000,1.82626640000000,41.7465272500000
14,Aus,Falciot negre,Apus apus,30,1,2022-03-21,1.564726000000000,41.738205999999998,1.56472600000000,41.7382060000000
15,Aus,Falciot negre,Apus apus,10,1,2022-03-21,1.677465944334700,41.919501664339997,1.67746594433470,41.9195016643400
16,Aus,Falciot negre,Apus apus,0,1,2022-03-22,2.109918000000000,41.751997000000003,2.10991800000000,41.7519970000000
17,Aus,Falciot negre,Apus apus,5,1,2022-03-22,1.848167341338000,42.381870390814001,1.84816734133800,42.3818703908140
