ID_GRAFIC,Grup_taxon,Nom_cat,Nom_cien,N_indi,N_obs,Data_obs,x,y,MAPX,MAPY
0,Aus,Falciot negre,Apus apus,0,1,2022-06-01,3.065097400000000,41.806545770000000,3.06509740000000,41.8065457700000
1,Aus,Falciot negre,Apus apus,0,1,2022-06-01,3.053066630000000,41.815558830000001,3.05306663000000,41.8155588300000
2,Aus,Falciot negre,Apus apus,0,2,2022-06-01,3.055615425109900,41.812874879165001,3.05561542510990,41.8128748791650
3,Aus,Falciot negre,Apus apus,25,1,2022-06-01,2.826076689584600,41.775708227132000,2.82607668958460,41.7757082271320
4,Aus,Falciot negre,Apus apus,14,1,2022-06-01,2.741456490000000,41.802013019999997,2.74145649000000,41.8020130200000
5,Aus,Falciot negre,Apus apus,50,1,2022-06-01,2.510731100000000,41.886583289999997,2.51073110000000,41.8865832900000
6,Aus,Falciot negre,Apus apus,0,1,2022-06-01,2.617997639065100,41.965659930864000,2.61799763906510,41.9656599308640
7,Aus,Falciot negre,Apus apus,0,1,2022-06-01,2.286566000000000,41.884998000000003,2.28656600000000,41.8849980000000
8,Aus,Falciot negre,Apus apus,0,1,2022-06-01,2.293389770000000,41.921478219999997,2.29338977000000,41.9214782200000
9,Aus,Falciot negre,Apus apus,0,1,2022-06-01,2.337535000000000,41.974773999999996,2.33753500000000,41.9747740000000
10,Aus,Falciot negre,Apus apus,12,2,2022-06-01,2.290144490000000,41.998779540000001,2.29014449000000,41.9987795400000
11,Aus,Falciot negre,Apus apus,0,1,2022-06-01,2.399955000000000,41.669553999999998,2.39995500000000,41.6695540000000
12,Aus,Falciot negre,Apus apus,7,1,2022-06-01,2.158681000641700,41.733768995296998,2.15868100064170,41.7337689952970
13,Aus,Falciot negre,Apus apus,0,1,2022-06-01,2.245112737771200,41.598505725525001,2.24511273777120,41.5985057255250
14,Aus,Falciot negre,Apus apus,40,1,2022-06-01,2.174992561340300,41.563605316288999,2.17499256134030,41.5636053162890
