name_month,x_UTM,y_UTM,N_indi
oreneta_c_3,507944.20977475046,4673411.773975066,1
oreneta_c_3,502607.06023704587,4628405.576921086,0
oreneta_c_3,502407.5415524155,4628299.634403714,0
oreneta_c_3,440768.64239023917,4649664.72424418,20
oreneta_c_3,458370.41238945135,4620396.825630029,1
oreneta_c_3,428408.31450537685,4597299.950897118,25
oreneta_c_3,439408.19847643975,4602299.899674466,9
oreneta_c_3,481455.18314531835,4610951.670650198,0
oreneta_c_3,425108.91174948926,4594530.417184774,0
oreneta_c_3,340409.25190350774,4558300.331579271,1
oreneta_c_3,395408.6649379969,4577300.152562125,5
oreneta_c_3,404408.56740711135,4588300.038783441,6
oreneta_c_3,403900.6035817171,4589200.349136959,4
oreneta_c_3,403408.55983649107,4652299.371903208,1
oreneta_c_3,437342.21115655405,4650338.399666445,20
oreneta_c_3,438207.02833078464,4656547.44782932,1
oreneta_c_3,515780.64870392537,4652570.718533435,22
oreneta_c_3,469483.89755346876,4648431.234904183,1
oreneta_c_3,441210.1715324958,4649884.405307642,25
oreneta_c_3,438550.98712168,4649522.573139753,0
oreneta_c_3,456514.31742064044,4615019.901599499,2
oreneta_c_3,445408.1347111421,4609299.828041385,30
oreneta_c_3,431209.72075002093,4601654.262822262,40
oreneta_c_3,481455.18314531835,4610951.670650198,3
oreneta_c_3,434585.5280536439,4586560.232819516,10
oreneta_c_3,421660.3905801407,4570531.231106391,0
oreneta_c_3,305960.7693286191,4503375.756310809,0
oreneta_c_3,306237.1152443511,4517505.619766182,0
oreneta_c_3,288590.27203457104,4520529.538571054,1
oreneta_c_3,347409.1820853265,4549300.430948649,0
oreneta_c_3,340409.25190350774,4558300.331579271,3
oreneta_c_3,404590.5141127951,4614380.350486961,50
oreneta_c_3,405392.48162588733,4613045.44484228,3
oreneta_c_3,402572.1281256657,4619416.022424403,30
oreneta_c_3,508525.4788654246,4676867.132755664,2
oreneta_c_3,509407.47052811953,4682299.076644805,3
oreneta_c_3,500942.3796970619,4683849.705060929,1
oreneta_c_3,485678.7138789654,4647875.431183729,10
oreneta_c_3,484489.4807230953,4648581.873808589,10
oreneta_c_3,468346.4440855341,4646034.0580252465,1
oreneta_c_3,449408.09281242744,4611299.807414647,15
oreneta_c_3,440188.17314711155,4612357.786255514,6
oreneta_c_3,440408.1859562734,4613299.78515148,10
oreneta_c_3,438408.2067605425,4614299.774179156,6
oreneta_c_3,430903.27104569646,4608912.591620962,8
oreneta_c_3,429408.30273541855,4602299.8987214295,0
oreneta_c_3,425408.3452498695,4600299.918091185,8
oreneta_c_3,451408.0741049902,4597299.954499682,6
oreneta_c_3,478455.5890259108,4615359.743023096,30
oreneta_c_3,481410.7266748209,4611000.556885599,0
oreneta_c_3,481455.18314531835,4610951.670650198,0
oreneta_c_3,421412.3939452834,4570331.233175637,25
oreneta_c_3,318409.4792346911,4566300.2364301,1
oreneta_c_3,342409.233608569,4552300.396517018,5
oreneta_c_3,340409.25190350774,4558300.331579271,10
oreneta_c_3,388408.73770546995,4579300.128771492,12
oreneta_c_3,343409.19588316896,4610299.786347479,0
oreneta_c_3,387408.74132135935,4600299.908237989,0
oreneta_c_3,406408.5382808534,4617299.735797624,13
oreneta_c_3,403780.4958734397,4625612.651818501,30
oreneta_c_3,406702.098237101,4622764.284450788,2
oreneta_c_3,439026.18799477,4655247.10008316,1
oreneta_c_3,502209.6989863603,4684887.320151465,20
oreneta_c_3,468346.4440855341,4646034.0580252465,1
oreneta_c_3,440408.18068157317,4642299.483300368,12
oreneta_c_3,441210.1715324958,4649884.405307642,21
oreneta_c_3,438408.2067605425,4614299.774179156,20
oreneta_c_3,433408.25831674115,4616299.753072591,15
oreneta_c_3,427072.4077806025,4598793.981282774,5
oreneta_c_3,342985.5419818864,4549021.465042291,1
oreneta_c_3,340409.25190350774,4558300.331579271,7
oreneta_c_3,389032.80726361874,4561749.94089573,20
oreneta_c_3,378000.30807582196,4560862.385725882,7
oreneta_c_3,383330.4898066562,4560669.864326483,6
oreneta_c_3,415408.4402384105,4635299.551340131,2
oreneta_c_3,332368.4831388778,4679179.512710368,1
oreneta_c_3,438781.09809019294,4655126.70921401,10
oreneta_c_3,446805.96490188193,4653319.331967199,3
oreneta_c_3,441118.8624216462,4675825.752508385,1
oreneta_c_3,508525.4788654246,4676867.132755664,2
oreneta_c_3,508132.48304658895,4673326.169247445,48
oreneta_c_3,510086.462873385,4679779.10274529,6
oreneta_c_3,502407.5415524155,4628299.634403714,0
oreneta_c_3,484489.4807230953,4648581.873808589,2
oreneta_c_3,484090.9761056826,4648020.506545771,0
oreneta_c_3,438865.82697615714,4638181.554246141,0
