Nom_cien,x_UTM,y_UTM
Apus_apus_05,504619.4069133547,4629001.771513875
Apus_apus_05,516579.35147655016,4645179.370315331
Apus_apus_05,485853.82008113485,4644089.467055015
Apus_apus_05,486407.7062069212,4644299.468358429
Apus_apus_05,493407.63422111614,4631299.603273995
Apus_apus_05,478521.78842247586,4627826.638829213
Apus_apus_05,440828.17744971067,4637265.536122749
Apus_apus_05,438401.6222676309,4643309.219540919
Apus_apus_05,441210.1715324958,4649884.405307642
Apus_apus_05,422408.36682843586,4643299.470137377
Apus_apus_05,421408.37691792165,4642299.480022168
Apus_apus_05,425136.99198602134,4628987.143133054
Apus_apus_05,437090.3656909802,4605475.487582687
Apus_apus_05,422408.37468334,4606299.855090124
Apus_apus_05,421408.3854225412,4607299.843713073
Apus_apus_05,417066.0557849443,4604427.445623914
Apus_apus_05,445562.8180948433,4601686.310432097
Apus_apus_05,463407.9471877577,4608299.840421194
Apus_apus_05,475407.8215614648,4616299.758058378
Apus_apus_05,481354.1910757164,4611098.514709497
Apus_apus_05,442698.8623715505,4592427.828476419
Apus_apus_05,441918.8905172711,4593841.3285140535
Apus_apus_05,437994.160632658,4592708.363139748
Apus_apus_05,439408.2002798549,4593299.994412128
Apus_apus_05,436408.230967172,4594299.983821358
Apus_apus_05,432693.88667279657,4589647.604538629
Apus_apus_05,432461.7001461642,4586186.09163792
Apus_apus_05,419956.0892973759,4577500.6052711895
Apus_apus_05,424461.2203336295,4575928.796897701
Apus_apus_05,426309.69003849034,4573249.5876856735
Apus_apus_05,426511.3390707285,4572743.208064836
Apus_apus_05,426714.33248727117,4572937.673909635
Apus_apus_05,420254.91528474743,4573592.256497497
Apus_apus_05,421412.3939452834,4570331.233175637
Apus_apus_05,421125.39654173405,4570377.23231047
Apus_apus_05,283409.89230648946,4498300.941351311
Apus_apus_05,312806.5737160265,4503251.905703635
Apus_apus_05,318688.5089359735,4505955.879399231
Apus_apus_05,316368.5326355705,4508151.854368647
Apus_apus_05,295408.11455671757,4512138.675219825
Apus_apus_05,306409.6341055528,4517300.7512520505
Apus_apus_05,282409.88901906426,4519300.714803626
Apus_apus_05,308441.4707951879,4596129.265019186
Apus_apus_05,345538.5792224646,4551522.714899359
Apus_apus_05,334409.3158687904,4556300.350513495
Apus_apus_05,370755.31583826774,4564981.932963179
Apus_apus_05,368821.09952682164,4557135.177475429
Apus_apus_05,378328.80858808843,4560351.972620908
Apus_apus_05,378277.61852044787,4560272.030478871
Apus_apus_05,386700.3244562343,4573149.644553394
Apus_apus_05,386319.9853736676,4568949.93279249
Apus_apus_05,409158.1318760651,4604326.425912349
Apus_apus_05,409467.9286231681,4603356.52443033
Apus_apus_05,415946.6419958537,4603374.369858679
Apus_apus_05,415859.5041931335,4604709.28766525
Apus_apus_05,403780.49587723217,4625612.651379704
Apus_apus_05,401405.91965213505,4624539.639033251
Apus_apus_05,401964.50226467574,4623904.553937096
Apus_apus_05,410817.08237043594,4625277.570702481
Apus_apus_05,409901.93971655244,4623588.400051521
Apus_apus_05,407408.52054709056,4644299.455393176
Apus_apus_05,310409.5272899953,4632299.540729608
Apus_apus_05,309409.53771615826,4631299.550164922
Apus_apus_05,310887.8790503973,4629476.354330093
Apus_apus_05,325409.38330167334,4610299.77760384
Apus_apus_05,329409.3454054142,4602299.863514673
Apus_apus_05,330409.3366609835,4600299.884320384
Apus_apus_05,309913.8048290282,4598980.7791190995
Apus_apus_05,303262.0611155112,4601386.875973752
Apus_apus_05,372484.59626474156,4690720.764848233
Apus_apus_05,372287.45180590387,4690379.147372889
Apus_apus_05,374275.29535695876,4690623.21483321
Apus_apus_05,409408.49833587016,4652299.373239213
Apus_apus_05,434602.87517993443,4661465.975256942
Apus_apus_05,434846.96202584036,4662640.320034636
Apus_apus_05,436228.4695781776,4661994.908375971
Apus_apus_05,420120.22356954915,4674512.850083754
Apus_apus_05,485028.1379907428,4680289.765380788
Apus_apus_05,488888.0640733684,4679050.782430057
Apus_apus_05,459092.985143316,4670755.193198623
Apus_apus_05,509407.4692481729,4657299.334064724
Apus_apus_05,507646.16996586573,4674647.998901882
Apus_apus_05,517129.3910312239,4679045.110155646
Apus_apus_05,509387.9467078584,4682204.977420171
Apus_apus_05,510086.462873385,4679779.10274529
Apus_apus_05,504407.5207139492,4628299.634109716
Apus_apus_05,504619.4069133547,4629001.771513875
Apus_apus_05,485379.71639847005,4647764.4323416
Apus_apus_05,494407.62405306124,4631299.602951358
Apus_apus_05,487528.5606095735,4633708.695783801
Apus_apus_05,438550.98710709123,4649522.573505639
Apus_apus_05,424408.3567154594,4595299.9701947495
Apus_apus_05,430408.29667551606,4582300.108850419
Apus_apus_05,428304.9675978237,4584452.6014701985
Apus_apus_05,430994.6735815368,4585005.138547911
Apus_apus_05,424454.8629376886,4575929.085114319
Apus_apus_05,282409.9004281325,4501300.908330615
Apus_apus_05,283409.89230648946,4498300.941351311
Apus_apus_05,307409.628428828,4508300.848787316
Apus_apus_05,289409.8254281725,4501300.912815947
Apus_apus_05,325409.4016970227,4574300.1549901655
Apus_apus_05,333038.5131708445,4552075.837684
Apus_apus_05,348409.161301402,4572300.1871972345
Apus_apus_05,362311.83031290036,4611299.749462862
Apus_apus_05,311409.5164735769,4632299.541354915
Apus_apus_05,309409.53771615826,4631299.550164922
Apus_apus_05,325570.94441129395,4628709.472438672
Apus_apus_05,325409.38330167334,4610299.77760384
Apus_apus_05,332409.3122266041,4607299.811623648
Apus_apus_05,331409.32267892384,4607299.811204248
Apus_apus_05,328409.35343780625,4608299.799590349
Apus_apus_05,327409.362827122,4609299.788957131
Apus_apus_05,332409.31243809185,4606299.822276689
Apus_apus_05,331409.3234310554,4604299.843008814
Apus_apus_05,311943.5181600328,4620015.669043559
Apus_apus_05,404119.55107792624,4657556.317942835
Apus_apus_05,457626.46612947946,4668296.19665269
Apus_apus_05,508138.9893579118,4673032.463099187
Apus_apus_05,505407.51026947465,4628299.634213762
Apus_apus_05,504407.5207139492,4628299.634109716
Apus_apus_05,504619.4069133547,4629001.771513875
Apus_apus_05,510623.5390674172,4633398.048084395
Apus_apus_05,478802.14176748035,4628461.141579466
Apus_apus_05,440828.17744971067,4637265.536122749
Apus_apus_05,438550.98710709123,4649522.573505639
Apus_apus_05,445832.6762379126,4608654.384172272
Apus_apus_05,434408.2473416163,4617299.742360362
Apus_apus_05,437408.2184012554,4605299.868842844
Apus_apus_05,440716.3851868978,4601812.721911766
Apus_apus_05,444923.2180311533,4605550.406023562
Apus_apus_05,445058.7989196271,4605858.464722694
Apus_apus_05,444152.0748965875,4606785.864064877
Apus_apus_05,452408.0633534098,4600299.923351239
Apus_apus_05,442004.6662517014,4594205.074330743
Apus_apus_05,437994.160632658,4592708.363139748
Apus_apus_05,425408.34813337686,4586300.065728079
Apus_apus_05,430408.29667551606,4582300.108850419
Apus_apus_05,428304.9675978237,4584452.6014701985
Apus_apus_05,428014.59715174534,4586053.318372414
Apus_apus_05,433079.00632734265,4583563.085085334
Apus_apus_05,429609.8181648065,4579252.925534047
Apus_apus_05,418408.42391070776,4574300.190412116
Apus_apus_05,424460.2719734957,4575910.042746758
Apus_apus_05,426309.69003849034,4573249.5876856735
Apus_apus_05,421703.0303668926,4570426.496048939
Apus_apus_05,421419.0493923763,4570320.638958146
Apus_apus_05,307409.6205786574,4522300.697726206
Apus_apus_05,306409.6326953904,4520300.719180478
Apus_apus_05,395408.6649379969,4577300.152562125
Apus_apus_05,336409.2643693207,4620299.678537223
Apus_apus_05,334409.2842256767,4622299.6562570995
Apus_apus_05,336409.26392600744,4621299.667665004
Apus_apus_05,360830.12002379796,4609564.846137391
Apus_apus_05,356409.0590856213,4615299.7394749
Apus_apus_05,403780.49587723217,4625612.651379704
Apus_apus_05,401405.91965213505,4624539.639033251
Apus_apus_05,408658.546565659,4627275.621883691
Apus_apus_05,380454.44793138665,4648230.488424329
Apus_apus_05,335409.2625488706,4645299.418447399
Apus_apus_05,339409.2191305,4649299.378567697
Apus_apus_05,309409.53771615826,4631299.550164922
Apus_apus_05,314222.9074385597,4616616.908072904
Apus_apus_05,316409.4739204711,4615299.720747902
Apus_apus_05,325409.38330167334,4610299.77760384
Apus_apus_05,324409.394265263,4609299.787643624
Apus_apus_05,310409.5457108899,4598299.894465218
Apus_apus_05,412408.4552165773,4698298.902616596
Apus_apus_05,404119.55107792624,4657556.317942835
Apus_apus_05,454408.03320504096,4667299.227651907
Apus_apus_05,457408.0026201383,4669299.2078652885
Apus_apus_05,494628.02615056484,4676821.151652649
Apus_apus_05,467407.89966483205,4675299.14713028
Apus_apus_05,508132.48304658895,4673326.169247445
Apus_apus_05,510086.462873385,4679779.10274529
Apus_apus_05,505407.51026947465,4628299.634213762
Apus_apus_05,504619.4069133547,4629001.771513875
Apus_apus_05,493407.63422111614,4631299.603273995
Apus_apus_05,494407.6240500658,4630299.613007408
Apus_apus_05,425927.7183647844,4600812.140556184
Apus_apus_05,444973.14672965684,4597336.567658139
Apus_apus_05,444152.0748965875,4606785.864064877
Apus_apus_05,449470.1651280247,4594736.003605257
Apus_apus_05,438374.5174430504,4592647.994840868
Apus_apus_05,437994.160632658,4592708.363139748
Apus_apus_05,417213.936635318,4585610.43700028
Apus_apus_05,427761.36913434084,4587633.682732412
Apus_apus_05,430381.7876549757,4585563.15613747
Apus_apus_05,430994.6735815368,4585005.138547911
Apus_apus_05,433426.4770177138,4583576.203511482
Apus_apus_05,418408.42391070776,4574300.190412116
Apus_apus_05,424454.8629376886,4575929.085114319
Apus_apus_05,426243.2281062956,4573227.127737861
Apus_apus_05,420271.8083706122,4573576.439930004
Apus_apus_05,281409.9111278455,4501300.907655081
Apus_apus_05,307409.6209407449,4521300.709099136
Apus_apus_05,323192.17844984843,4566998.473770086
Apus_apus_05,345586.55308851623,4551393.26843439
Apus_apus_05,395408.6649379969,4577300.152562125
Apus_apus_05,394408.6755268654,4576300.161995076
Apus_apus_05,403780.49587723217,4625612.651379704
Apus_apus_05,408658.546565659,4627275.621883691
Apus_apus_05,408689.56845506595,4627835.5784287825
Apus_apus_05,376874.09888101346,4650159.953654431
Apus_apus_05,307409.5600348634,4628299.579926893
Apus_apus_05,309409.53771615826,4631299.550164922
Apus_apus_05,313479.4991801111,4625951.607391153
Apus_apus_05,316409.47042682895,4622299.647599698
Apus_apus_05,314409.4936660669,4618299.687622831
Apus_apus_05,316409.4739204711,4615299.720747902
Apus_apus_05,311409.53534913086,4598299.895660813
Apus_apus_05,305545.3722037445,4601263.872342014
Apus_apus_05,301515.58955568203,4610532.372144086
Apus_apus_05,332248.5257100316,4679261.925414548
Apus_apus_05,370408.8837546503,4692298.950434594
Apus_apus_05,404119.55107792624,4657556.317942835
Apus_apus_05,404530.6268594435,4656971.360203106
Apus_apus_05,436408.2185810145,4661299.28673911
Apus_apus_05,441094.50145110796,4675744.895828891
Apus_apus_05,488186.4902609479,4686470.728523409
Apus_apus_05,459092.985143316,4670755.193198623
Apus_apus_05,481302.34749796556,4660668.6715202555
Apus_apus_05,526530.2960165255,4685285.045922354
Apus_apus_05,505407.51026947465,4628299.634213762
Apus_apus_05,502407.5415524155,4628299.634403714
