Nom_cien,x_UTM,y_UTM
Apus_apus_06,437929.1949983268,4596772.383195452
Apus_apus_06,468407.89525384875,4606299.86170788
Apus_apus_06,418120.20395229757,4582844.977319312
Apus_apus_06,425943.3093310701,4582820.799445043
Apus_apus_06,431408.2850630271,4586300.066410055
Apus_apus_06,424440.45672654477,4575936.007863204
Apus_apus_06,425879.4809878358,4573868.68979005
Apus_apus_06,420863.3359273056,4573789.36867797
Apus_apus_06,420254.91528474743,4573592.256497497
Apus_apus_06,416408.4462178299,4570300.232087262
Apus_apus_06,416408.4467321412,4569300.242912492
Apus_apus_06,317409.52262945217,4506300.875193673
Apus_apus_06,316409.5318205065,4509300.84291579
Apus_apus_06,307409.6280425923,4509300.837623207
Apus_apus_06,319602.7773592071,4534016.386679609
Apus_apus_06,333409.32829223975,4552300.391930823
Apus_apus_06,360805.507286552,4554036.876028818
Apus_apus_06,414408.4673758822,4569300.241612642
Apus_apus_06,357023.0656263701,4577898.148660721
Apus_apus_06,351409.1087773701,4620299.685292191
Apus_apus_06,401379.84332803043,4620174.668282046
Apus_apus_06,383612.70093126333,4612332.499857547
Apus_apus_06,384408.6703115017,4621300.333675065
Apus_apus_06,408582.3665583503,4627384.075213367
Apus_apus_06,359667.328648206,4632243.188042736
Apus_apus_06,361408.99912313215,4633299.554070437
Apus_apus_06,310409.5272899953,4632299.540729608
Apus_apus_06,313479.4991801111,4625951.607391153
Apus_apus_06,318409.4464414647,4628299.585701297
Apus_apus_06,315409.4846966611,4614299.729808201
Apus_apus_06,303963.6060790254,4610839.759642821
Apus_apus_06,375407.8886653995,4711297.874751492
Apus_apus_06,416408.4165429586,4690298.985100102
Apus_apus_06,389930.0090038719,4676505.9994249325
Apus_apus_06,438275.2713393818,4652756.08891577
Apus_apus_06,441733.2139162058,4676281.015899841
Apus_apus_06,490116.1901596774,4671348.438228169
Apus_apus_06,478407.78690194356,4671299.189330244
Apus_apus_06,459092.985143316,4670755.193198623
Apus_apus_06,468078.003251769,4649994.856980063
Apus_apus_06,503407.53112289566,4656299.344373613
Apus_apus_06,503394.5308660042,4655871.348619229
Apus_apus_06,511407.44954976346,4683299.0671385955
Apus_apus_06,505407.51026947465,4628299.634213762
Apus_apus_06,478521.78842247586,4627826.638829213
Apus_apus_06,440828.17744971067,4637265.536122749
Apus_apus_06,438408.20213513187,4637299.535161389
Apus_apus_06,441210.1715324958,4649884.405307642
Apus_apus_06,422408.36682843586,4643299.470137377
Apus_apus_06,423408.35567356716,4644299.460211673
Apus_apus_06,425830.61633431906,4625813.865232316
Apus_apus_06,431209.72077445977,4601654.26240999
Apus_apus_06,455408.0318385816,4600299.923567979
Apus_apus_06,471407.8636226066,4611299.8101930935
Apus_apus_06,421019.0767353908,4584945.205599328
Apus_apus_06,426013.8515591576,4582826.629354912
Apus_apus_06,431408.2850630271,4586300.066410055
Apus_apus_06,424441.3050847097,4575937.109329991
Apus_apus_06,421660.3905801407,4570531.231106391
Apus_apus_06,305409.64388773555,4519300.729557745
Apus_apus_06,345538.5792224646,4551522.714899359
Apus_apus_06,341941.3694595478,4610051.865350532
Apus_apus_06,410508.86131999735,4600600.854565123
Apus_apus_06,406408.5379595076,4618299.72580512
Apus_apus_06,403780.49587723217,4625612.651379704
Apus_apus_06,401405.91965213505,4624539.639033251
Apus_apus_06,310409.5272899953,4632299.540729608
Apus_apus_06,405408.52826873225,4693298.952163443
Apus_apus_06,508413.4799603673,4673194.17021482
Apus_apus_06,476407.8105598495,4630299.612819579
Apus_apus_06,455670.44540032547,4639535.51901586
Apus_apus_06,438668.1289006038,4643019.91378634
Apus_apus_06,441210.1715324958,4649884.405307642
Apus_apus_06,438550.98710709123,4649522.573505639
Apus_apus_06,429408.30273541855,4602299.8987214295
Apus_apus_06,424390.17484852043,4600439.014561696
Apus_apus_06,447452.2608133919,4598812.891686721
Apus_apus_06,428619.33003579057,4587954.477955588
Apus_apus_06,424408.3588046653,4585300.075229134
Apus_apus_06,426036.8915613179,4582765.771478525
Apus_apus_06,431408.2850630271,4586300.066410055
Apus_apus_06,432423.10706565314,4586178.790987667
Apus_apus_06,424442.6301025166,4575935.763181908
Apus_apus_06,419306.41542922216,4571371.221791069
Apus_apus_06,306409.6378900559,4511300.815685803
Apus_apus_06,307409.628428828,4508300.848787316
Apus_apus_06,306409.6335996975,4518300.739891971
Apus_apus_06,286409.8372097818,4533300.567369401
Apus_apus_06,321409.4447311809,4572300.174233014
Apus_apus_06,322409.4351243969,4571300.1851007845
Apus_apus_06,362752.47628070554,4555009.066370436
Apus_apus_06,357023.0656263701,4577898.148660721
Apus_apus_06,391291.6170455356,4635213.179499551
Apus_apus_06,407408.5259765615,4624299.663483824
Apus_apus_06,408658.546565659,4627275.621883691
Apus_apus_06,324409.3873660603,4622299.652123618
Apus_apus_06,303816.61256560014,4602486.846864951
Apus_apus_06,508508.4792775893,4676645.13459608
Apus_apus_06,508525.4788654246,4676867.132755664
Apus_apus_06,507906.48524263076,4674571.15617817
Apus_apus_06,501407.5521588594,4700298.893134638
Apus_apus_06,441210.1715324958,4649884.405307642
Apus_apus_06,438550.98710709123,4649522.573505639
Apus_apus_06,437009.5335726065,4605417.157248037
Apus_apus_06,438408.2101216634,4596299.9623889625
Apus_apus_06,479990.9687334398,4610544.2721033655
Apus_apus_06,481455.183163395,4610951.670775386
Apus_apus_06,421019.0767353908,4584945.205599328
Apus_apus_06,426022.53406971146,4582808.997876331
Apus_apus_06,430592.9623550688,4585693.971478926
Apus_apus_06,430777.3813424903,4585282.421221753
Apus_apus_06,432397.3837713933,4586201.798209822
Apus_apus_06,424449.5131725187,4575929.695938635
Apus_apus_06,301409.6893847485,4514300.7807068005
Apus_apus_06,325409.4016970227,4574300.1549901655
Apus_apus_06,359443.36686305073,4559546.618932416
Apus_apus_06,405408.550350482,4613299.777440942
Apus_apus_06,401763.7811214775,4620069.241147586
Apus_apus_06,413218.9265440075,4625030.025867608
Apus_apus_06,408689.56845506595,4627835.5784287825
Apus_apus_06,310409.5272899953,4632299.540729608
Apus_apus_06,300409.63302121486,4627299.586866474
Apus_apus_06,332333.57388253056,4626925.435184621
Apus_apus_06,326409.3662442838,4623299.642456279
Apus_apus_06,331205.93723522837,4607696.551703115
Apus_apus_06,328409.35343780625,4608299.799590349
Apus_apus_06,295698.0179168772,4622533.433270314
Apus_apus_06,290827.0786230877,4617230.864016508
Apus_apus_06,376086.2665349629,4714203.819800169
Apus_apus_06,439841.0748903004,4691857.545837637
Apus_apus_06,489157.07038754417,4688760.023587097
Apus_apus_06,462049.7413057954,4656514.444235963
Apus_apus_06,508508.4792775893,4676645.13459608
Apus_apus_06,441210.1715324958,4649884.405307642
Apus_apus_06,422408.3662802408,4644299.459695855
Apus_apus_06,417765.8993081835,4605214.429903552
Apus_apus_06,437739.0452357686,4596479.336320259
Apus_apus_06,446408.12705556466,4593299.995416119
Apus_apus_06,442001.4272604563,4592258.97296935
Apus_apus_06,430408.29512389656,4588300.045016662
Apus_apus_06,424408.3588046653,4585300.075229134
Apus_apus_06,425642.9761098081,4583381.915848598
Apus_apus_06,426006.16533479356,4582810.830525125
Apus_apus_06,431408.2850630271,4586300.066410055
Apus_apus_06,432423.10706565314,4586178.790987667
Apus_apus_06,427720.1175966029,4579025.296998889
Apus_apus_06,424441.2167822616,4575936.666130256
Apus_apus_06,307409.6205786574,4522300.697726206
Apus_apus_06,282409.8900535522,4518300.726043928
Apus_apus_06,283409.8777943539,4520300.704578178
Apus_apus_06,325409.40375576005,4570300.197911651
Apus_apus_06,324409.4153337773,4568300.218454848
Apus_apus_06,296409.711169544,4566300.223251951
Apus_apus_06,297409.70231437846,4564300.244955353
Apus_apus_06,351409.136967199,4555300.368380661
Apus_apus_06,341941.3694595478,4610051.865350532
Apus_apus_06,403780.49587723217,4625612.651379704
Apus_apus_06,333256.3038339835,4606142.824985237
Apus_apus_06,408408.5022344605,4675299.136982069
Apus_apus_06,462049.7413057954,4656514.444235963
Apus_apus_06,505407.51026947465,4628299.634213762
Apus_apus_06,502407.5415524155,4628299.634403714
Apus_apus_06,504619.4069133547,4629001.771513875
Apus_apus_06,494407.62405306124,4631299.602951358
Apus_apus_06,494407.6240500658,4630299.613007408
Apus_apus_06,441210.1715324958,4649884.405307642
Apus_apus_06,422408.36682843586,4643299.470137377
Apus_apus_06,428371.85701515694,4629843.58641269
Apus_apus_06,441408.1750667335,4614299.775484239
Apus_apus_06,420408.3927039459,4617299.739588047
Apus_apus_06,427889.080329204,4597403.584488926
Apus_apus_06,432712.54648901673,4600481.269137197
Apus_apus_06,438408.2101216634,4596299.9623889625
Apus_apus_06,475407.82136219845,4619299.726489192
Apus_apus_06,430408.29512389656,4588300.045016662
Apus_apus_06,421019.0767353908,4584945.205599328
Apus_apus_06,426013.73526660254,4582798.87295049
Apus_apus_06,430408.29667551606,4582300.108850419
Apus_apus_06,424459.0109886713,4575909.500720136
Apus_apus_06,419306.41542922216,4571371.221791069
Apus_apus_06,323192.17844984843,4566998.473770086
Apus_apus_06,292409.75321159384,4566300.221633938
Apus_apus_06,293409.7436897799,4565300.2320414595
Apus_apus_06,293409.74455892725,4563300.253917816
Apus_apus_06,298409.69260802795,4562300.266916138
Apus_apus_06,293409.7453497893,4562300.263688225
Apus_apus_06,391141.9438315156,4575151.7184954835
Apus_apus_06,393408.68910239835,4568300.2466869
Apus_apus_06,385408.76348792715,4597299.938289258
Apus_apus_06,387348.25754755014,4615476.671938061
Apus_apus_06,318409.4464414647,4628299.585701297
Apus_apus_06,322409.40919435467,4620299.671244183
Apus_apus_06,311409.53534913086,4598299.895660813
Apus_apus_06,319811.6204867338,4732367.387384209
Apus_apus_06,412408.4552165773,4698298.902616596
Apus_apus_06,459092.985143316,4670755.193198623
Apus_apus_06,509067.473402302,4681819.081403016
Apus_apus_06,505407.51026947465,4628299.634213762
Apus_apus_06,504619.4069133547,4629001.771513875
Apus_apus_06,494892.61929159006,4627244.6450407095
Apus_apus_06,478407.78970646136,4635299.561127215
Apus_apus_06,471407.86125999194,4641299.49853875
Apus_apus_06,440828.17744971067,4637265.536122749
Apus_apus_06,441210.1715324958,4649884.405307642
Apus_apus_06,417408.4223537487,4624299.665391164
Apus_apus_06,445408.13246827666,4623299.681686874
Apus_apus_06,437090.3656909802,4605475.487582687
Apus_apus_06,424743.9236755233,4600134.926275894
Apus_apus_06,425014.8153565754,4600061.198109351
Apus_apus_06,424390.17484852043,4600439.014561696
Apus_apus_06,455408.0318385816,4600299.923567979
Apus_apus_06,463407.9471877577,4608299.840421194
Apus_apus_06,472407.85332549736,4610299.820274164
Apus_apus_06,442408.16846342344,4592300.005309409
Apus_apus_06,424521.64687882236,4584668.930229051
Apus_apus_06,426011.13261580496,4582806.005478603
Apus_apus_06,431408.2850630271,4586300.066410055
Apus_apus_06,432252.04945972643,4586487.032833171
Apus_apus_06,434585.5280315684,4586560.233056316
Apus_apus_06,429445.3069714541,4579515.137412079
Apus_apus_06,424453.6762282609,4575911.5547710005
Apus_apus_06,416408.4467321412,4569300.242912492
Apus_apus_06,342871.3667013021,4549075.7184679685
Apus_apus_06,340600.02603573096,4549399.270191116
Apus_apus_06,377296.2720574673,4564890.641359761
Apus_apus_06,397806.2791147502,4578514.027537434
Apus_apus_06,334409.3096624594,4569300.212540581
Apus_apus_06,406408.5382808534,4617299.735797624
Apus_apus_06,386886.8378696572,4614212.369881112
Apus_apus_06,387203.1008113371,4615357.017128805
Apus_apus_06,386283.34167028253,4615536.239824596
Apus_apus_06,334409.28188420844,4626299.614957133
Apus_apus_06,331409.3123171543,4627299.602952726
Apus_apus_06,333256.3038339835,4606142.824985237
Apus_apus_06,331144.94511480187,4599159.500323936
Apus_apus_06,311943.5181600328,4620015.669043559
Apus_apus_06,329344.525546247,4731860.963973547
Apus_apus_06,329409.2809915921,4732298.526760015
Apus_apus_06,331118.94771541137,4729880.428569003
Apus_apus_06,331409.2620880897,4730298.548342775
Apus_apus_06,330686.5941964821,4723824.0430274205
Apus_apus_06,330146.1924627149,4724766.489425114
Apus_apus_06,316273.2462613189,4734177.557375587
Apus_apus_06,376407.8799778048,4709297.893903067
Apus_apus_06,377407.87030046113,4710297.8843112225
Apus_apus_06,406408.5215824925,4678299.105881119
Apus_apus_06,415408.42993927596,4677299.11774166
Apus_apus_06,456408.0125374129,4668299.217839649
Apus_apus_06,440982.47932178114,4675700.9738923265
Apus_apus_06,431408.2654507843,4683299.059926621
Apus_apus_06,431408.2647194757,4689298.998815789
Apus_apus_06,459092.985143316,4670755.193198623
Apus_apus_06,489407.67510162963,4661299.2922081845
Apus_apus_06,511407.4488369613,4648299.427186093
Apus_apus_06,504407.5209956769,4645299.458272745
Apus_apus_06,478521.78842247586,4627826.638829213
Apus_apus_06,441210.1715324958,4649884.405307642
Apus_apus_06,420408.39775973273,4597299.949163875
Apus_apus_06,449439.7673481381,4595364.842826527
Apus_apus_06,463407.9471877577,4608299.840421194
Apus_apus_06,478407.79100474046,4613299.79032927
Apus_apus_06,478407.79103024927,4612299.800297925
Apus_apus_06,473837.8380494715,4611765.805501704
Apus_apus_06,442007.18121242506,4592268.475077995
Apus_apus_06,422408.3778141763,4594299.980179912
Apus_apus_06,425408.3483311246,4584300.086005089
Apus_apus_06,424579.1875966991,4585192.669600708
Apus_apus_06,424511.0289450109,4585798.673821367
Apus_apus_06,423408.3690749716,4585300.07583274
Apus_apus_06,421283.77496667183,4585364.600094542
Apus_apus_06,421019.0767353908,4584945.205599328
Apus_apus_06,426022.18348925473,4582799.230784757
Apus_apus_06,431408.2850630271,4586300.066410055
Apus_apus_06,432397.3837713933,4586201.798209822
Apus_apus_06,432252.04945972643,4586487.032833171
Apus_apus_06,424468.44918733847,4575931.830510186
Apus_apus_06,340598.57253016834,4549405.855088435
Apus_apus_06,409005.5488827167,4571452.363089129
Apus_apus_06,395805.28614727035,4576919.943079733
Apus_apus_06,346409.1615449324,4618299.7043680055
Apus_apus_06,345409.17218786187,4617299.714447768
Apus_apus_06,346409.16049793,4619299.693779036
Apus_apus_06,391408.70080138464,4597299.941227517
Apus_apus_06,414594.61842957605,4599083.456423086
Apus_apus_06,381496.2267366762,4614732.532867272
Apus_apus_06,380813.64155167463,4611719.873135856
Apus_apus_06,381642.7312410397,4611281.919718367
Apus_apus_06,382675.42534367356,4611612.905704326
Apus_apus_06,383727.77619178983,4616603.609444249
Apus_apus_06,310409.5272899953,4632299.540729608
Apus_apus_06,309409.53771615826,4631299.550164922
Apus_apus_06,302257.74109061295,4610079.528161099
Apus_apus_06,300465.74790483684,4610108.583779232
Apus_apus_06,296409.68238656735,4614299.719525471
Apus_apus_06,291409.7352279929,4612299.737014978
Apus_apus_06,308409.5350943085,4654299.311965549
Apus_apus_06,313409.4347219579,4745298.388468427
Apus_apus_06,313456.1450232734,4744951.479565216
Apus_apus_06,318184.29941170686,4733217.342219338
Apus_apus_06,456626.4797191618,4669284.162162467
Apus_apus_06,417408.41157697345,4669299.20100419
Apus_apus_06,423408.3473475579,4684299.048240612
Apus_apus_06,469187.1015017877,4650510.243367507
Apus_apus_06,479574.9526737457,4663056.972623888
Apus_apus_06,502407.5414853234,4656299.34433769
Apus_apus_06,515945.8384056727,4654886.5404367
Apus_apus_06,478853.5136386185,4648839.863725741
Apus_apus_06,479135.2004105689,4649020.573218244
Apus_apus_06,440828.17744971067,4637265.536122749
Apus_apus_06,441210.1715324958,4649884.405307642
Apus_apus_06,473407.84334060334,4610299.820965376
Apus_apus_06,473407.84339199704,4609299.831495022
Apus_apus_06,442002.28801119316,4592262.185838017
Apus_apus_06,430408.29512389656,4588300.045016662
Apus_apus_06,426027.18696484005,4582732.450441738
Apus_apus_06,430408.29667551606,4582300.108850419
Apus_apus_06,431408.2850630271,4586300.066410055
Apus_apus_06,432439.1061857319,4586173.867345472
Apus_apus_06,432252.04945972643,4586487.032833171
Apus_apus_06,427720.46392950765,4579060.045654215
Apus_apus_06,424441.2167822616,4575936.666130256
Apus_apus_06,425868.2096071635,4573822.394761893
Apus_apus_06,291409.8032656257,4502300.9037481425
Apus_apus_06,291409.8050659037,4500300.924490234
Apus_apus_06,292409.79354432336,4501300.914083407
Apus_apus_06,306409.6326953904,4520300.719180478
Apus_apus_06,304451.2775231139,4577380.422580734
Apus_apus_06,346409.1808747533,4574300.1653347295
Apus_apus_06,403780.49587723217,4625612.651379704
Apus_apus_06,322409.4070406734,4624299.629921621
Apus_apus_06,301409.63270478824,4610299.764597786
Apus_apus_06,292409.72456616163,4613299.727147218
Apus_apus_06,294409.70069752214,4618299.677112057
Apus_apus_06,291409.7331547289,4616299.695683339
Apus_apus_06,441115.9857961263,4675797.571923749
Apus_apus_06,441408.16277953004,4690298.989795241
Apus_apus_06,440408.1721265269,4691298.980185413
Apus_apus_06,459092.985143316,4670755.193198623
Apus_apus_06,460210.5855246895,4651678.481370143
Apus_apus_06,427408.3185277545,4624299.667813614
Apus_apus_06,447408.11332433636,4611299.807920653
Apus_apus_06,427078.642265073,4604317.160070262
Apus_apus_06,425010.38143086137,4600029.043128631
Apus_apus_06,438408.2101216634,4596299.9623889625
Apus_apus_06,447452.2608133919,4598812.891686721
Apus_apus_06,442408.16846342344,4592300.005309409
Apus_apus_06,425408.3483311246,4584300.086005089
Apus_apus_06,424408.3588046653,4585300.075229134
Apus_apus_06,421283.77496667183,4585364.600094542
Apus_apus_06,421019.0767353908,4584945.205599328
Apus_apus_06,425593.32343079115,4583439.606590638
Apus_apus_06,426027.18696484005,4582732.450441738
Apus_apus_06,430408.29667551606,4582300.108850419
Apus_apus_06,431408.2850630271,4586300.066410055
Apus_apus_06,431408.2854625264,4585300.076662423
Apus_apus_06,430777.3813424903,4585282.421221753
Apus_apus_06,432397.3837713933,4586201.798209822
Apus_apus_06,424441.2167822616,4575936.666130256
Apus_apus_06,306409.63312761596,4519300.729201433
Apus_apus_06,353409.1161269164,4554300.379982589
Apus_apus_06,389595.593514374,4568702.2761718985
Apus_apus_06,310409.5272899953,4632299.540729608
Apus_apus_06,330409.3257832917,4621299.664955297
Apus_apus_06,314409.49432515947,4616299.709113055
Apus_apus_06,333256.3038339835,4606142.824985237
Apus_apus_06,282409.82211984636,4623299.617195069
Apus_apus_06,284409.802088367,4622299.628559951
Apus_apus_06,288409.75845357054,4625299.600329159
Apus_apus_06,386213.4791017791,4710136.7479166435
Apus_apus_06,408408.5022344605,4675299.136982069
Apus_apus_06,404119.55107792624,4657556.317942835
Apus_apus_06,496098.333452824,4697937.185210472
Apus_apus_06,508830.1892035127,4673792.212074558
Apus_apus_06,441210.1715324958,4649884.405307642
Apus_apus_06,448408.10218872153,4616299.755708643
Apus_apus_06,449408.092427211,4612299.797320666
Apus_apus_06,418140.9306711671,4601877.9447413925
Apus_apus_06,426591.80684118555,4604013.88080629
Apus_apus_06,424390.17484852043,4600439.014561696
Apus_apus_06,417408.4280568275,4601299.906149887
Apus_apus_06,442001.9428335115,4601761.043860684
Apus_apus_06,430408.29512389656,4588300.045016662
Apus_apus_06,428072.6439896247,4581195.828556344
Apus_apus_06,430408.29667551606,4582300.108850419
Apus_apus_06,431408.2850630271,4586300.066410055
Apus_apus_06,432252.04945972643,4586487.032833171
Apus_apus_06,424449.1994251977,4575947.797046525
Apus_apus_06,362752.47628070554,4555009.066370436
Apus_apus_06,413408.46554616594,4617299.738309348
Apus_apus_06,347409.1456834831,4629299.589800593
Apus_apus_06,326409.366543973,4622299.652477549
Apus_apus_06,309409.55138196255,4607299.799951437
Apus_apus_06,311409.53534913086,4598299.895660813
Apus_apus_06,285409.7909637041,4623299.618671467
Apus_apus_06,408408.5022344605,4675299.136982069
Apus_apus_06,459092.985143316,4670755.193198623
Apus_apus_06,515407.40741138795,4650299.405735099
Apus_apus_06,441210.1715324958,4649884.405307642
Apus_apus_06,438550.98710709123,4649522.573505639
Apus_apus_06,446293.9510635201,4610814.221930923
Apus_apus_06,423400.1605926527,4601253.293014264
Apus_apus_06,417780.9959196045,4601598.043381281
Apus_apus_06,417408.4280568275,4601299.906149887
Apus_apus_06,455101.03488536243,4602448.900907241
Apus_apus_06,424408.3588046653,4585300.075229134
Apus_apus_06,421283.77496667183,4585364.600094542
Apus_apus_06,421019.0767353908,4584945.205599328
Apus_apus_06,426020.3170574703,4582796.585118254
Apus_apus_06,430408.29667551606,4582300.108850419
Apus_apus_06,431408.2850630271,4586300.066410055
Apus_apus_06,432252.04945972643,4586487.032833171
Apus_apus_06,432408.2745465826,4587300.05587502
Apus_apus_06,424476.0054817344,4575885.896627973
Apus_apus_06,302409.67839702376,4515300.7704449
Apus_apus_06,292419.02728718973,4596937.47862374
Apus_apus_06,409467.9286231681,4603356.52443033
Apus_apus_06,403780.49587723217,4625612.651379704
Apus_apus_06,328409.34685851575,4620299.674310321
Apus_apus_06,293192.87519916205,4598667.029530147
Apus_apus_06,301959.8024998908,4609534.988441771
Apus_apus_06,408408.5022344605,4675299.136982069
Apus_apus_06,435408.2304314868,4652299.379638662
Apus_apus_06,441009.6883902502,4675688.308943743
Apus_apus_06,472407.8480624355,4672299.178898224
Apus_apus_06,505407.5111825067,4691298.984866084
Apus_apus_06,505407.51026947465,4628299.634213762
Apus_apus_06,504619.4069133547,4629001.771513875
Apus_apus_06,494407.62405306124,4631299.602951358
Apus_apus_06,441210.1715324958,4649884.405307642
Apus_apus_06,438550.98710709123,4649522.573505639
Apus_apus_06,426911.3764026167,4603869.614503029
Apus_apus_06,417408.4280568275,4601299.906149887
Apus_apus_06,430408.29667551606,4582300.108850419
Apus_apus_06,428662.72848055116,4584705.282210938
Apus_apus_06,431408.2850630271,4586300.066410055
Apus_apus_06,432252.04945972643,4586487.032833171
Apus_apus_06,432408.2745465826,4587300.05587502
Apus_apus_06,424468.37474807084,4575932.719522325
Apus_apus_06,302409.6753352772,4519300.727200811
Apus_apus_06,340598.57253016834,4549405.855088435
Apus_apus_06,395408.6649379969,4577300.152562125
