Nom_cien,x_UTM,y_UTM
Apus_apus_04,517293.7705084177,4644953.553328477
Apus_apus_04,484857.420076385,4648257.872733671
Apus_apus_04,425218.4737490806,4602560.707001846
Apus_apus_04,481455.183163395,4610951.670775386
Apus_apus_04,429609.8181648065,4579252.925534047
Apus_apus_04,426536.3392718851,4572873.20713384
Apus_apus_04,427239.33149227063,4572163.214771886
Apus_apus_04,290409.8109269662,4508300.838239405
Apus_apus_04,301409.6855085561,4521300.705142537
Apus_apus_04,306409.6341055528,4517300.7512520505
Apus_apus_04,292629.73200749827,4597172.896378909
Apus_apus_04,378408.846617648,4569300.23096668
Apus_apus_04,403780.49587723217,4625612.651379704
Apus_apus_04,317839.9627934175,4629172.9413005635
Apus_apus_04,317409.4564126302,4629299.57583136
Apus_apus_04,478407.78690194356,4671299.189330244
Apus_apus_04,516047.4014958157,4653667.3710302515
Apus_apus_04,507755.4864589897,4674704.154862421
Apus_apus_04,507906.48524263076,4674571.15617817
Apus_apus_04,508247.22760687885,4672873.700741482
Apus_apus_04,508132.48304658895,4673326.169247445
Apus_apus_04,526530.2960165255,4685285.045922354
Apus_apus_04,503787.8975574903,4628374.842631388
Apus_apus_04,445832.6762379126,4608654.384172272
Apus_apus_04,426791.81584152614,4599012.71534035
Apus_apus_04,429408.3034499344,4597299.950865976
Apus_apus_04,421660.3905801407,4570531.231106391
Apus_apus_04,421534.39194098744,4570158.234906453
Apus_apus_04,318303.5130781704,4506227.876352582
Apus_apus_04,306389.6344901108,4517663.747539036
Apus_apus_04,341409.2414568092,4557300.343416931
Apus_apus_04,409134.3854138091,4626553.5806678645
Apus_apus_04,324795.1493803225,4610822.3733259505
Apus_apus_04,329354.33885508205,4616517.714011036
Apus_apus_04,324409.394265263,4609299.787643624
Apus_apus_04,501414.7090139925,4653831.707964271
Apus_apus_04,507906.48524263076,4674571.15617817
Apus_apus_04,444656.79154979746,4610453.360131586
Apus_apus_04,443408.1583430992,4592300.005873496
Apus_apus_04,431980.2800418882,4582241.109514596
Apus_apus_04,429408.3062738231,4584300.086820893
Apus_apus_04,429408.3056505475,4587300.055345305
Apus_apus_04,431249.78267068556,4585524.066888715
Apus_apus_04,305409.64388773555,4519300.729557745
Apus_apus_04,393792.4951706698,4564446.4379792465
Apus_apus_04,319409.4361147266,4628299.586351581
Apus_apus_04,303409.6120246125,4610299.765091275
Apus_apus_04,496407.6029996238,4679299.107368218
Apus_apus_04,426603.6991498438,4598630.895987212
Apus_apus_04,426536.3392718851,4572873.20713384
Apus_apus_04,305409.64388773555,4519300.729557745
Apus_apus_04,329354.33885508205,4616517.714011036
Apus_apus_04,466056.1555437674,4652706.765101167
Apus_apus_04,422408.36682843586,4643299.470137377
Apus_apus_04,306409.63143661333,4521300.70874105
Apus_apus_04,306409.6341055528,4517300.7512520505
Apus_apus_04,280409.8618223662,4594299.918290348
Apus_apus_04,391408.70734180365,4577300.151384104
