name_month,x_UTM,y_UTM
aligot_3,520385.8210654283,4677428.364279886
aligot_4,430408.2970170911,4580300.129974346
aligot_4,310409.54571089,4598299.894465218
aligot_4,518694.7323341484,4677841.0427563805
aligot_4,404408.5489065702,4653299.362333072
aligot_4,439408.188749021,4658299.3181850575
aligot_4,431213.53428253066,4601464.770424945
aligot_4,365408.97745907935,4583300.079016161
aligot_4,467397.7647395158,4681493.82240051
aligot_5,472077.73841584544,4634371.459337966
aligot_5,390614.9663818308,4568138.770113986
aligot_5,438339.2257894979,4689644.130142041
aligot_5,439408.1827734754,4689298.999878396
aligot_5,485407.7167530082,4647299.436389711
aligot_5,286409.8029671073,4587299.996009119
aligot_5,430408.2967529841,4581300.119168657
aligot_5,270410.0187279554,4516300.738888623
aligot_5,273409.98792962893,4515300.75236975
aligot_5,270410.0187279554,4516300.738888623
aligot_5,340409.25190350774,4558300.331579271
aligot_5,345538.5792389539,4551522.715379163
aligot_5,341409.2411611112,4558300.332017607
aligot_5,346409.1890498579,4557300.344768974
aligot_5,391408.69687082,4609299.815079945
aligot_5,495376.86123412935,4699870.06678234
aligot_5,496257.3269885399,4698158.95534219
aligot_5,498407.5820407468,4691298.984716901
aligot_5,498361.9780246803,4658475.641460581
aligot_5,440828.17744971067,4637265.536122749
aligot_5,440728.8936293314,4649619.327776618
aligot_5,441408.1705863808,4644299.463429729
aligot_5,421692.3905420611,4570449.231817338
aligot_5,270295.3157720601,4504004.37351913
aligot_5,270294.3341990124,4504002.736947004
aligot_5,277721.196581092,4534771.435293313
aligot_5,307409.583356984,4588299.998324826
aligot_5,346769.4589689161,4549607.275944633
aligot_5,357033.6904887208,4587329.730686984
aligot_5,363716.0491034536,4600281.318083247
aligot_5,390408.7052333144,4615299.752572824
aligot_5,403780.4958734397,4625612.651818501
aligot_5,404324.3203202669,4628387.919672523
aligot_5,403780.4958734397,4625612.651818501
aligot_5,332333.57387658383,4626925.435678572
aligot_5,410016.5861738877,4682888.988749079
aligot_5,410016.4644899639,4682829.890311866
aligot_5,336409.24345824064,4663299.233294671
aligot_5,455408.02220231225,4670299.197703163
aligot_5,453760.3352227922,4672931.119351193
aligot_5,455210.75873814826,4690658.403486585
aligot_5,508544.54398014944,4671924.584454358
aligot_5,508667.38206375006,4676561.771344602
aligot_5,517129.3910312239,4679045.110155646
aligot_5,509067.473402302,4681819.081403016
aligot_5,500942.3796970619,4683849.705060929
aligot_5,508645.1298619019,4688594.991387108
aligot_5,509663.4671347071,4680959.090647356
aligot_5,509067.473402302,4681819.081403016
aligot_5,435384.2329586312,4641491.233750288
aligot_5,306818.4630022625,4596205.339484712
aligot_5,302409.6303217324,4596299.911471944
aligot_5,308281.56823903567,4598616.890337966
aligot_5,319592.94027193263,4565909.061346916
aligot_5,319409.469315898,4565300.247444286
aligot_5,302153.53806070774,4568911.625723583
aligot_5,334409.2943452691,4601299.875405299
aligot_5,350243.5027367041,4621888.008914275
aligot_5,357338.0448197585,4617486.322157346
aligot_5,370408.9199155713,4597299.93323067
aligot_5,379408.8185811181,4617299.727496809
aligot_5,376155.6249893716,4627264.549321921
aligot_5,337196.6514817694,4723347.378961697
aligot_5,386407.7862831336,4710297.888066278
aligot_5,339784.37863206374,4675135.68298501
aligot_5,404408.5498681015,4652299.372483904
aligot_5,426408.3223959401,4655299.346302011
aligot_5,427671.5332192593,4656884.698349679
aligot_5,429976.8913606008,4658865.157027739
aligot_5,426067.5672168088,4654788.564450476
aligot_5,427782.6582963386,4657038.135112458
aligot_5,454408.0341867611,4661299.290195304
aligot_5,440933.08247649646,4675813.2078607865
aligot_5,440932.5067265917,4675813.43477993
aligot_5,440936.8782309297,4675813.175985892
aligot_5,512407.43833925255,4658299.323450917
aligot_5,516047.4014958157,4653667.371030252
aligot_5,274724.4148854838,4523611.561536334
aligot_5,398408.6073987484,4665299.23675831
aligot_5,519407.3680195649,4684299.05629721
aligot_5,513839.0245993537,4685315.048218581
aligot_5,511407.4495752901,4688299.0158454245
aligot_5,320486.40001336054,4566730.348350542
aligot_5,303963.60607902537,4610839.759642821
aligot_5,459407.9796706098,4685299.043423686
aligot_5,496407.602507688,4688299.016145079
aligot_5,477151.7409488018,4651911.284050074
aligot_5,455170.9200951523,4610026.057493003
aligot_5,457992.5241280316,4606881.183182713
aligot_5,408408.5000518079,4683299.054904966
aligot_5,329354.33885508205,4616517.714011036
aligot_5,370408.8931062082,4668299.196830211
aligot_5,299564.6543770129,4605832.810131848
aligot_5,379249.5986168835,4688887.368143402
aligot_5,453753.53796477575,4657265.4962166585
aligot_5,335022.90927995904,4681749.655552139
aligot_5,317724.52704378625,4633812.680909431
aligot_5,314409.4252236519,4744298.399158125
aligot_5,437408.2203879983,4594299.98317281
aligot_5,281022.2596337112,4556790.360019368
aligot_5,328409.3196744524,4674299.116639344
aligot_5,342779.60059052124,4662085.657818803
aligot_5,445408.1368510407,4594299.985378639
aligot_5,407408.50606880256,4699298.890747807
aligot_5,317282.71940112783,4594855.603837329
aligot_5,424887.9876576327,4671387.4535767725
aligot_5,419002.1071070419,4655307.161684593
aligot_5,487759.2637362439,4633775.133746217
aligot_5,448725.3934378859,4628743.545341935
aligot_5,448859.6542354264,4603508.166099767
aligot_5,486506.92664127867,4615788.691096031
aligot_5,372731.3689649137,4575827.72705418
aligot_5,504174.4545483636,4659128.709164501
aligot_5,444648.90090127406,4610661.379118156
aligot_5,449401.3424706614,4663856.946875671
aligot_5,486388.5998577478,4692690.688180942
aligot_5,496706.8649260969,4677827.612547851
aligot_5,425452.32826992153,4630584.025321599
aligot_5,427408.3190117109,4625299.657996339
aligot_5,507750.6133313834,4693329.527832183
aligot_5,508359.9114172164,4692521.661159606
aligot_5,508888.1894293579,4691638.684246208
aligot_5,506935.87189502193,4692149.464968258
