Grup_taxon;Nom_cat;Nom_cien;N_indi;N_obs;Data_obs;x;y
Aus;Aligot vesper;Pernis apivorus;45;1;2022-05-08;1.616732047;42.5367231
Aus;Aligot vesper;Pernis apivorus;4;1;2022-05-08;1.05902195;42.21197498
Aus;Aligot vesper;Pernis apivorus;8;1;2022-05-08;1.84546193;42.01691851
Aus;Aligot vesper;Pernis apivorus;40;1;2022-05-08;2.11075957;42.04629982
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-08;2.106707;42.041668
Aus;Aligot vesper;Pernis apivorus;14;1;2022-05-08;2.122664;42.058942
Aus;Aligot vesper;Pernis apivorus;121;6;2022-05-08;2.153449;42.078738
Aus;Aligot vesper;Pernis apivorus;16;1;2022-05-08;2.12715;42.062086
Aus;Aligot vesper;Pernis apivorus;5;1;2022-05-08;2.125866;42.061457
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-08;2.125826;42.060694
Aus;Aligot vesper;Pernis apivorus;22;1;2022-05-08;2.447564107;42.16007846
Aus;Aligot vesper;Pernis apivorus;47;1;2022-05-08;2.46001016;42.18356975
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-08;2.283534;42.229366
Aus;Aligot vesper;Pernis apivorus;7;2;2022-05-08;2.284169;42.23227
Aus;Aligot vesper;Pernis apivorus;6;4;2022-05-08;2.284176;42.232268
Aus;Aligot vesper;Pernis apivorus;51;3;2022-05-08;2.284174;42.232282
Aus;Aligot vesper;Pernis apivorus;9;1;2022-05-08;2.50459974;42.18787782
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-08;3.19387384;42.03488242
Aus;Aligot vesper;Pernis apivorus;14;2;2022-05-08;3.20769143;42.263421
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-09;0.35979;40.933858
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-09;0.328275604;40.83261459
Aus;Aligot vesper;Pernis apivorus;35;1;2022-05-09;1.7707541;42.13322381
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-09;2.284222;42.232268
Aus;Aligot vesper;Pernis apivorus;8;1;2022-05-09;3.167946339;42.31995443
Aus;Aligot vesper;Pernis apivorus;5;1;2022-05-09;3.23548753;42.31068543
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-10;2.30525323;41.93956384
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-10;0.858049393;41.2320575
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-10;0.604954;41.617163
Aus;Aligot vesper;Pernis apivorus;23;1;2022-05-10;2.50739609;42.31887521
Aus;Aligot vesper;Pernis apivorus;6;1;2022-05-10;3.14999657;42.07666618
Aus;Aligot vesper;Pernis apivorus;4;1;2022-05-11;0.44457887;41.40888164
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-11;2.95638507;42.34694316
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-11;2.724032;42.018898
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-11;3.122639;42.287366
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-12;2.461719458;41.64071193
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-12;2.477141;41.599416
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-12;3.1384965;42.34686781
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-13;1.88889088;42.29653803
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-13;3.11720035;42.28078693
