name_month,x_UTM,y_UTM,N_obs,month,year
abellerol_4,421660.3905801407,4570531.231106391,1,4,2022
abellerol_4,288409.77642146684,4596299.902631577,1,4,2022
abellerol_4,291061.6779030661,4568522.912309804,1,4,2022
abellerol_4,385505.61975156923,4568399.1674689045,1,4,2022
abellerol_4,362409.0126128465,4574300.172324062,1,4,2022
abellerol_4,326085.31215005065,4670937.20736124,1,4,2022
abellerol_4,508132.48304658895,4673326.169247445,1,4,2022
abellerol_4,508122.629354754,4677548.6199692665,1,4,2022
abellerol_4,478408.10752453614,4627663.771015063,1,4,2022
abellerol_4,421660.3905801407,4570531.231106391,1,4,2022
abellerol_4,295412.07676248316,4512123.011271899,1,4,2022
abellerol_4,362409.0126128465,4574300.172324062,1,4,2022
abellerol_4,359579.31242304895,4632409.115644696,1,4,2022
abellerol_4,439412.13048568845,4654888.654433881,1,4,2022
abellerol_4,425531.96698648203,4606412.416488301,1,4,2022
abellerol_4,428963.69070839934,4599121.733840229,1,4,2022
abellerol_4,421660.3905801407,4570531.231106391,1,4,2022
abellerol_4,266565.7156436015,4547181.515465104,1,4,2022
abellerol_4,290409.7720585776,4570300.1780342,1,4,2022
abellerol_4,297409.69677701493,4572300.1604644405,1,4,2022
abellerol_4,292409.734748205,4596299.905315301,2,4,2022
abellerol_4,292629.73200749827,4597172.896378909,1,4,2022
abellerol_4,308791.84288544615,4595001.114326847,1,4,2022
abellerol_4,295804.0901686676,4568911.568127552,1,4,2022
abellerol_4,292409.7527146614,4567300.21031293,1,4,2022
abellerol_4,393408.6899417257,4565300.278501941,1,4,2022
abellerol_4,410408.4960610194,4622299.685252607,1,4,2022
abellerol_4,408408.51660626195,4622299.684082639,1,4,2022
abellerol_4,392892.3772954913,4635168.945611193,1,4,2022
abellerol_4,359579.31242304895,4632409.115644696,1,4,2022
abellerol_4,311409.5358844546,4597299.905537029,2,4,2022
abellerol_4,507337.7624662789,4660043.956779177,1,4,2022
abellerol_4,510407.46016326424,4684299.056833987,1,4,2022
abellerol_4,509663.4671347071,4680959.090647356,1,4,2022
abellerol_4,486065.86526419444,4637879.465569998,1,4,2022
abellerol_4,495329.807206815,4631176.362773366,1,4,2022
abellerol_4,438851.59442835546,4636852.307303906,1,4,2022
abellerol_4,443408.1502563411,4643299.473476773,1,4,2022
abellerol_4,441408.1697054096,4648299.42205818,1,4,2022
abellerol_4,455170.9200951523,4610026.057493003,1,4,2022
abellerol_4,421180.45895996306,4601946.026157402,1,4,2022
abellerol_4,437408.22038799827,4594299.98317281,1,4,2022
abellerol_4,419974.847122213,4578714.464247759,1,4,2022
abellerol_4,283108.5997428264,4582495.137092203,1,4,2022
abellerol_4,308409.57143349526,4590299.977513922,1,4,2022
abellerol_4,324601.3083438331,4570221.732586168,1,4,2022
abellerol_4,323575.90406268137,4570604.462619077,1,4,2022
abellerol_4,294808.32081326237,4563966.938468185,1,4,2022
abellerol_4,342317.69114250154,4556387.156158419,1,4,2022
abellerol_4,393408.6899417257,4565300.278501941,1,4,2022
abellerol_4,415774.98545111984,4594667.89140219,1,4,2022
abellerol_4,373813.133960322,4582558.244210506,1,4,2022
abellerol_4,358409.05574252474,4572300.192012977,1,4,2022
abellerol_4,357409.06457215676,4577300.138137149,1,4,2022
abellerol_4,338409.252112595,4602299.867515314,1,4,2022
abellerol_4,339409.23578862415,4614299.742732231,1,4,2022
abellerol_4,340409.22333125887,4618299.701692625,1,4,2022
abellerol_4,346469.3831548856,4621358.9404392755,1,4,2022
abellerol_4,414594.6184347774,4599083.456658535,1,4,2022
abellerol_4,405408.54945437115,4615299.756547056,1,4,2022
abellerol_4,409134.3854059578,4626553.580792225,1,4,2022
abellerol_4,402408.5709280367,4650299.392741415,1,4,2022
abellerol_4,359579.31242304895,4632409.115644696,1,4,2022
abellerol_4,353409.0807593572,4636299.519337153,1,4,2022
abellerol_4,327409.35328139114,4628299.590889476,1,4,2022
abellerol_4,329409.33328226826,4627299.6018250575,1,4,2022
abellerol_4,321256.77235846047,4616297.684338217,1,4,2022
abellerol_4,333256.30383398343,4606142.824985237,1,4,2022
abellerol_4,307409.57655923825,4600299.872264145,1,4,2022
abellerol_4,303816.6125656002,4602486.846864951,1,4,2022
abellerol_4,300392.80054427625,4610019.0068368055,1,4,2022
abellerol_4,300394.40215814987,4610019.629044867,1,4,2022
abellerol_4,290304.05676050857,4599048.647400855,1,4,2022
abellerol_4,290571.9807274407,4599387.23925999,1,4,2022
abellerol_4,437734.2063858078,4654719.35523106,1,4,2022
abellerol_4,463623.8125920959,4680441.661456837,1,4,2022
abellerol_4,516044.863822983,4650535.815971317,1,4,2022
abellerol_4,515817.60139139625,4650493.684739696,1,4,2022
abellerol_4,504954.41199236363,4664493.25999936,1,4,2022
abellerol_4,507491.16952464596,4674507.375003933,1,4,2022
abellerol_4,526544.6965263053,4685286.8536897,1,4,2022
abellerol_4,509407.47021658055,4691298.984355302,1,4,2022
abellerol_4,502030.6194483395,4688428.2832892565,1,4,2022
abellerol_4,486224.6619363363,4635872.6753818765,1,4,2022
abellerol_4,468180.23419698025,4646954.3611340085,1,4,2022
abellerol_4,424923.18922034395,4636772.604702671,1,4,2022
abellerol_4,419951.2311485115,4597445.864947894,1,4,2022
abellerol_4,473837.8380494715,4611765.805501704,1,4,2022
abellerol_4,469826.7526165469,4610991.503835422,1,4,2022
abellerol_4,274098.0662964192,4556675.28624569,1,4,2022
abellerol_4,287409.78958342527,4592299.944106538,1,4,2022
abellerol_4,306818.4630022625,4596205.339484712,1,4,2022
abellerol_4,309212.2938426528,4596174.393797611,1,4,2022
abellerol_4,311409.5366286591,4596299.916082154,1,4,2022
abellerol_4,291843.7581705138,4568006.203249078,1,4,2022
abellerol_4,303468.5175197321,4552754.867179512,1,4,2022
abellerol_4,342409.23407201614,4550300.417483184,1,4,2022
abellerol_4,377408.85322359035,4579300.125009297,1,4,2022
abellerol_4,391815.7404462858,4572986.066256477,1,4,2022
abellerol_4,385505.61975156923,4568399.1674689045,1,4,2022
abellerol_4,383408.78524507326,4594299.969989313,1,4,2022
abellerol_4,357023.06558160065,4577898.148194129,1,4,2022
abellerol_4,338409.2509940395,4604299.846628664,1,4,2022
abellerol_4,346409.16049793,4619299.693779036,1,4,2022
abellerol_4,350243.5027367041,4621888.008914275,1,4,2022
abellerol_4,351608.3483758769,4613477.379217944,1,4,2022
abellerol_4,357409.04957315966,4611299.781239602,1,4,2022
abellerol_4,359409.026646949,4618299.709648755,1,4,2022
abellerol_4,397658.59222297324,4595256.42300551,1,4,2022
abellerol_4,404408.56025617075,4615299.756355074,1,4,2022
abellerol_4,403753.6865195703,4625553.76246953,1,4,2022
abellerol_4,357706.919838892,4633412.779752637,1,4,2022
abellerol_4,358223.3080410084,4633028.057681506,1,4,2022
abellerol_4,359579.31242304895,4632409.115644696,1,4,2022
abellerol_4,360909.81501249585,4632044.685777048,1,4,2022
abellerol_4,360657.99058354483,4632166.894476927,1,4,2022
abellerol_4,360408.7158968103,4632533.5352950925,1,4,2022
abellerol_4,338409.24024721363,4626299.617191903,1,4,2022
abellerol_4,314409.4806194047,4641299.449032973,1,4,2022
abellerol_4,321409.4219148796,4615299.722998023,1,4,2022
abellerol_4,333256.30383398343,4606142.824985237,1,4,2022
abellerol_4,309713.5901562843,4597912.142052327,1,4,2022
abellerol_4,309505.348990661,4597683.3787565995,1,4,2022
abellerol_4,309270.1805566043,4597526.266329098,1,4,2022
abellerol_4,309303.2907678088,4597401.283298035,1,4,2022
abellerol_4,308281.56823903567,4598616.890337966,1,4,2022
abellerol_4,303517.7794901916,4599319.834774283,1,4,2022
abellerol_4,304409.60663906176,4602299.849944021,1,4,2022
abellerol_4,304104.1342093107,4602319.501768844,1,4,2022
abellerol_4,292722.5965752592,4598185.71778708,1,4,2022
abellerol_4,314124.74627414905,4654362.447140066,1,4,2022
abellerol_4,325641.11971638014,4666579.643799492,1,4,2022
abellerol_4,373683.5450002072,4700025.218025685,1,4,2022
abellerol_4,416724.4044891272,4665494.806011171,1,4,2022
abellerol_4,403408.55983649107,4652299.371903208,1,4,2022
abellerol_4,435408.2291068617,4659299.307132582,2,4,2022
abellerol_4,515947.10374466947,4654932.852946953,1,4,2022
abellerol_4,508614.47783594986,4672886.173204514,1,4,2022
abellerol_4,508319.95027265477,4673503.6772017265,1,4,2022
abellerol_4,505407.5108242441,4673299.168871762,1,4,2022
abellerol_4,508407.4804714018,4672299.178954969,1,4,2022
abellerol_4,507174.45276963455,4678810.3840772705,1,4,2022
abellerol_4,493407.63422111614,4631299.603273995,1,4,2022
abellerol_4,447215.619521629,4598668.042087692,1,4,2022
abellerol_4,448807.71596155735,4599484.702948839,1,4,2022
abellerol_4,317583.16552436876,4506493.24189965,2,4,2022
abellerol_4,302588.11222329957,4569725.774549785,1,4,2022
abellerol_4,306851.48741809535,4593587.913716246,1,4,2022
abellerol_4,307682.2904825636,4596797.227947755,1,4,2022
abellerol_4,308350.1731490466,4596522.680300583,1,4,2022
abellerol_4,309579.7149174004,4595786.144526245,1,4,2022
abellerol_4,309603.9069459238,4596307.154659692,1,4,2022
abellerol_4,345538.5792389539,4551522.715379163,1,4,2022
abellerol_4,385341.46521163144,4568479.904218825,1,4,2022
abellerol_4,399513.58406601194,4582025.389006269,1,4,2022
abellerol_4,394373.2581418469,4592740.937090886,1,4,2022
abellerol_4,362935.1445534837,4578531.928155887,1,4,2022
abellerol_4,340124.5434746855,4598908.7365846755,1,4,2022
abellerol_4,344916.4890422336,4602754.662988194,1,4,2022
abellerol_4,403780.4958734397,4625612.651818501,1,4,2022
abellerol_4,387125.4139002546,4642689.830883644,1,4,2022
abellerol_4,359579.31242304895,4632409.115644696,2,4,2022
abellerol_4,312294.4227449584,4632758.62435159,1,4,2022
abellerol_4,329653.07609373814,4628151.8155975705,1,4,2022
abellerol_4,329707.5843887958,4602366.4970314205,1,4,2022
abellerol_4,309713.5901562843,4597912.142052327,1,4,2022
abellerol_4,310003.69110888714,4598437.205142322,1,4,2022
abellerol_4,309502.1025770556,4597781.794809495,1,4,2022
abellerol_4,301867.3768366253,4599060.236581554,1,4,2022
abellerol_4,304409.60663906176,4602299.849944021,1,4,2022
abellerol_4,304105.42147903587,4602161.240939278,1,4,2022
abellerol_4,301134.56896042626,4600939.276452855,1,4,2022
abellerol_4,305610.17161912716,4618744.558907108,1,4,2022
abellerol_4,311943.5181600328,4620015.669043559,1,4,2022
abellerol_4,299483.95199586777,4622202.276070656,1,4,2022
abellerol_4,378192.51654661814,4651142.327803352,1,4,2022
abellerol_4,404101.0735030002,4657683.959373495,1,4,2022
abellerol_4,404408.5498681015,4652299.372483904,1,4,2022
abellerol_4,447990.1888879544,4679111.348512778,1,4,2022
abellerol_4,500407.56217618135,4668299.220697389,1,4,2022
abellerol_4,508002.9683739423,4674761.871794755,1,4,2022
abellerol_4,508009.4844832166,4674756.154328445,1,4,2022
abellerol_4,508243.02314965625,4672869.032428684,1,4,2022
abellerol_4,508096.08059949486,4673030.779213107,1,4,2022
abellerol_4,508163.837625432,4673030.715342507,1,4,2022
abellerol_4,508161.61983733217,4673021.2749586385,1,4,2022
abellerol_4,508181.13146504876,4673704.928681185,1,4,2022
abellerol_4,508057.4838751611,4673909.162662152,1,4,2022
abellerol_4,510086.462873385,4679779.10274529,1,4,2022
abellerol_4,501585.80981742754,4684964.532740129,1,4,2022
abellerol_4,512717.8787177978,4640445.696356036,1,4,2022
abellerol_4,443994.1322865828,4640632.54264727,1,4,2022
abellerol_4,417901.6983352967,4633531.9008989455,1,4,2022
abellerol_4,439862.6984805917,4631472.196094985,1,4,2022
abellerol_4,446640.9028782499,4609407.549825898,1,4,2022
abellerol_4,430447.07659549726,4608644.6289007915,1,4,2022
abellerol_4,417742.5518576503,4602112.940091852,1,4,2022
abellerol_4,447960.1811125899,4602903.0130731445,1,4,2022
abellerol_4,464523.8841355544,4615360.723462101,1,4,2022
abellerol_4,437408.22038799827,4594299.98317281,1,4,2022
abellerol_4,419976.43425391405,4578630.839735908,1,4,2022
abellerol_4,420254.91527661844,4573592.256271751,1,4,2022
abellerol_4,270486.0744891939,4533666.538494173,1,4,2022
abellerol_4,307409.58335698396,4588299.998324826,1,4,2022
abellerol_4,316409.5017098259,4564300.256461573,1,4,2022
abellerol_4,339529.3062166726,4559105.2713744035,1,4,2022
abellerol_4,332981.2243147327,4559974.108448725,1,4,2022
abellerol_4,367020.2526231391,4557435.723359312,1,4,2022
abellerol_4,393792.46409021947,4564438.554518628,1,4,2022
abellerol_4,393408.6899417257,4565300.278501941,2,4,2022
abellerol_4,395408.6649379969,4577300.152562125,1,4,2022
abellerol_4,348409.14441048756,4609299.7988927895,1,4,2022
abellerol_4,345706.4893050594,4616966.39036704,1,4,2022
abellerol_4,351005.0808778384,4622278.700933203,1,4,2022
abellerol_4,317900.97766394215,4629045.661394054,1,4,2022
abellerol_4,318409.4534597034,4615299.721201761,1,4,2022
abellerol_4,325322.0186035085,4672660.368411364,1,4,2022
abellerol_4,416698.565440758,4665453.346662591,1,4,2022
abellerol_4,401408.5801005305,4652299.371838483,1,4,2022
abellerol_4,402408.5702062676,4652299.371314709,1,4,2022
abellerol_4,406474.7253961348,4651195.552892257,1,4,2022
abellerol_4,436408.2191323696,4659299.307779081,1,4,2022
abellerol_4,437408.2093246734,4658299.3184161885,1,4,2022
abellerol_4,437734.2063858078,4654719.35523106,1,4,2022
abellerol_4,438923.60859752854,4655576.296739203,1,4,2022
abellerol_4,499407.5725821834,4657299.33399942,1,4,2022
abellerol_4,513407.4281826087,4653299.374428349,1,4,2022
abellerol_4,511003.1568830755,4660004.632865172,1,4,2022
abellerol_4,508682.0178481265,4661522.191895935,1,4,2022
abellerol_4,507819.5866730072,4674256.110850439,1,4,2022
abellerol_4,509117.57369644457,4681615.359963419,1,4,2022
abellerol_4,502034.17400857253,4678148.134172096,1,4,2022
abellerol_4,500407.56235953636,4689299.0059013795,1,4,2022
abellerol_4,484683.7239730143,4647433.435087182,1,4,2022
abellerol_4,429408.30273541855,4602299.8987214295,1,4,2022
abellerol_4,431408.2830684002,4597299.951469907,1,4,2022
abellerol_4,443271.539983243,4595904.67962447,1,4,2022
abellerol_4,458905.4166076405,4620180.893653981,1,4,2022
abellerol_4,429445.30697145406,4579515.137412079,1,4,2022
abellerol_4,282565.0751881319,4501223.966772185,1,4,2022
abellerol_4,308518.9663802857,4595353.783761634,1,4,2022
abellerol_4,393408.6899417257,4565300.278501941,1,4,2022
abellerol_4,388408.73770546995,4579300.128771492,1,4,2022
abellerol_4,404408.5615075793,4609299.81913428,1,4,2022
abellerol_4,296409.6728632705,4630299.552565846,1,4,2022
abellerol_4,310887.87908581586,4629476.354447157,1,4,2022
abellerol_4,326780.1511697962,4629719.980510773,1,4,2022
abellerol_4,307575.6795605165,4608719.113051066,1,4,2022
abellerol_4,304209.6390115003,4602730.752653177,1,4,2022
abellerol_4,327978.4813904197,4665372.229987273,1,4,2022
abellerol_4,321518.16567398753,4669535.0752869565,1,4,2022
abellerol_4,325808.220520593,4670109.959259651,1,4,2022
abellerol_4,434359.2404388166,4658573.314216239,1,4,2022
abellerol_4,492180.7315716908,4694002.88406561,1,4,2022
abellerol_4,508544.54398014944,4671924.584454358,1,4,2022
abellerol_4,511057.97360583703,4677807.669775995,1,4,2022
abellerol_4,508448.3525719097,4682037.855626521,1,4,2022
abellerol_4,509663.4671347071,4680959.090647356,1,4,2022
abellerol_4,428218.12079054175,4596904.2302312935,1,4,2022
abellerol_4,312468.026422821,4596063.701483078,1,4,2022
abellerol_4,312840.5442889099,4596139.245453863,1,4,2022
abellerol_4,370408.9114103944,4619299.703933506,1,4,2022
abellerol_4,370157.30229369213,4618966.726395764,1,4,2022
abellerol_4,397151.37054352666,4631914.340354918,1,4,2022
abellerol_4,308281.56823903567,4598616.890337966,1,4,2022
abellerol_4,434359.2404388166,4658573.314216239,1,4,2022
abellerol_4,506751.5446465063,4660968.481521786,1,4,2022
abellerol_4,509407.4700439035,4676299.138430539,1,4,2022
abellerol_4,509233.5884307826,4672664.77413774,1,4,2022
abellerol_4,508220.0490884003,4673176.824814109,1,4,2022
abellerol_4,510147.57699753874,4681603.0048773745,1,4,2022
abellerol_4,274098.0662964192,4556675.28624569,1,4,2022
abellerol_4,440408.1858738646,4615299.764190849,1,4,2022
abellerol_4,433408.26121606794,4601299.90998808,2,4,2022
abellerol_4,418947.43093371636,4575021.070011087,1,4,2022
abellerol_4,421439.061742909,4574189.448838694,1,4,2022
abellerol_4,423564.77509438107,4570457.207128492,1,4,2022
abellerol_4,421660.3905801407,4570531.231106391,1,4,2022
abellerol_4,283989.4197558875,4523631.199317857,1,4,2022
abellerol_4,306031.47653063387,4596757.6528272815,1,4,2022
abellerol_4,308642.5658350836,4595367.924804539,1,4,2022
abellerol_4,310409.5469607281,4596299.916176608,1,4,2022
abellerol_4,311409.5366286591,4596299.916082154,2,4,2022
abellerol_4,309456.5982967614,4584124.097584251,1,4,2022
abellerol_4,346469.3831548856,4621358.9404392755,1,4,2022
abellerol_4,359579.31242304895,4632409.115644696,1,4,2022
abellerol_4,350990.75455550035,4629879.0786257535,1,4,2022
abellerol_4,334000.70038368844,4627450.3311374355,1,4,2022
abellerol_4,323937.04871536896,4623846.429919052,1,4,2022
abellerol_4,316903.97110561834,4614976.56326023,1,4,2022
abellerol_4,308409.566032604,4600299.872620429,1,4,2022
abellerol_4,310409.546617288,4597299.9049752,1,4,2022
abellerol_4,310409.54571089,4598299.894465218,2,4,2022
abellerol_4,405231.42203332455,4694009.912732276,1,4,2022
abellerol_4,438530.21354961593,4655009.627112131,1,4,2022
abellerol_4,438393.7943692095,4655359.253683042,1,4,2022
abellerol_4,444408.1449217327,4609299.827980014,1,4,2022
abellerol_4,429408.3036313551,4599299.929195341,1,4,2022
abellerol_4,393768.8922522598,4565017.430073688,1,4,2022
abellerol_4,385505.61975156923,4568399.1674689045,1,4,2022
abellerol_4,333750.80265239393,4610671.636039818,1,4,2022
abellerol_4,341898.20935189445,4615124.734987214,1,4,2022
abellerol_4,404408.56025617075,4615299.756355074,1,4,2022
abellerol_4,381906.48155228083,4633729.735571646,1,4,2022
abellerol_4,309855.5044514311,4597786.466960398,1,4,2022
abellerol_4,309748.0963372557,4597884.407968431,1,4,2022
abellerol_4,304643.93053545774,4599640.906037134,1,4,2022
abellerol_4,304409.6078179226,4599299.8808106305,1,4,2022
abellerol_4,297677.149245871,4602768.572499031,1,4,2022
abellerol_4,326409.3426049199,4670299.156780574,1,4,2022
abellerol_4,508096.08059949486,4673030.779213107,1,4,2022
abellerol_4,510782.8428751579,4679985.307662225,1,4,2022
abellerol_4,507407.4908874667,4680299.097050044,1,4,2022
abellerol_4,486372.3531097266,4646658.090234177,1,4,2022
abellerol_4,493247.24164097523,4631465.475902199,1,4,2022
abellerol_4,489999.95556396624,4628907.038944459,1,4,2022
abellerol_4,488041.0461347178,4633269.485421462,1,4,2022
abellerol_4,486143.4027491049,4635818.984960803,1,4,2022
abellerol_4,445408.1347111421,4609299.828041385,1,4,2022
abellerol_4,446637.3213943625,4609407.576433418,1,4,2022
abellerol_4,437076.3024728434,4605456.432776026,1,4,2022
abellerol_4,430408.293368787,4596299.961425548,1,4,2022
abellerol_4,431450.21733228466,4597591.290208703,1,4,2022
abellerol_4,431408.2830684002,4597299.951469907,1,4,2022
abellerol_4,428218.12079054175,4596904.2302312935,1,4,2022
abellerol_4,429259.991194739,4599358.981623308,1,4,2022
abellerol_4,428408.3136707252,4601299.908624395,1,4,2022
abellerol_4,448099.25567342923,4598537.60795599,1,4,2022
abellerol_4,450965.7545965675,4598920.559544749,1,4,2022
abellerol_4,483407.73812181625,4618299.737789349,1,4,2022
abellerol_4,441414.4709438652,4593649.552728369,1,4,2022
abellerol_4,419964.6064230795,4578711.357321947,1,4,2022
abellerol_4,420254.91527661844,4573592.256271751,1,4,2022
abellerol_4,288409.7795619238,4592299.945342861,1,4,2022
abellerol_4,284342.8239897144,4589215.974981928,1,4,2022
abellerol_4,304556.8320890975,4577377.621199363,1,4,2022
abellerol_4,322409.4345627843,4572300.17498505,1,4,2022
abellerol_4,313481.9726662952,4562574.421637,1,4,2022
abellerol_4,313617.40887235745,4562478.859123806,1,4,2022
abellerol_4,320409.45794885803,4567300.226096298,1,4,2022
abellerol_4,312262.66506955615,4565803.905870745,1,4,2022
abellerol_4,339409.2621006989,4559300.320933573,1,4,2022
abellerol_4,336409.2942000278,4558300.33004859,1,4,2022
abellerol_4,392366.6043761411,4566165.415850563,1,4,2022
abellerol_4,392408.7000112069,4566300.267321725,1,4,2022
abellerol_4,350409.1268454162,4601299.883620593,1,4,2022
abellerol_4,410408.5024456144,4595299.966864148,1,4,2022
abellerol_4,331441.9374568573,4627319.378850727,1,4,2022
abellerol_4,332409.3028199107,4625299.624774867,1,4,2022
abellerol_4,326452.86048666656,4665498.620188691,1,4,2022
abellerol_4,423628.4929062436,4654868.197862553,1,4,2022
abellerol_4,438408.19900110847,4656299.338791194,1,4,2022
abellerol_4,442236.4955055777,4654403.575181862,1,4,2022
abellerol_4,439408.188749021,4658299.3181850575,1,4,2022
abellerol_4,480900.154694676,4667981.4419079395,1,4,2022
abellerol_4,516223.6409469564,4650386.942380741,1,4,2022
abellerol_4,507906.48524263076,4674571.15617817,2,4,2022
abellerol_4,509212.1382273451,4682745.928025954,1,4,2022
abellerol_4,431602.4138595221,4609863.19793044,1,4,2022
abellerol_4,437408.2184012554,4605299.868842844,1,4,2022
abellerol_4,426187.63712055713,4573301.193234992,1,4,2022
abellerol_4,313606.9041884463,4562452.019972983,1,4,2022
abellerol_4,342850.5130601564,4549422.902072842,1,4,2022
abellerol_4,395408.6649379969,4577300.152562125,1,4,2022
abellerol_4,404408.5706294632,4576300.165825928,1,4,2022
abellerol_4,357023.06558160065,4577898.148194129,1,4,2022
abellerol_4,342409.2068233338,4610299.785153325,1,4,2022
abellerol_4,391317.25535217725,4648367.835562936,1,4,2022
abellerol_4,325570.9444224865,4628709.472669596,1,4,2022
abellerol_4,328531.20627815125,4627889.3523418065,1,4,2022
abellerol_4,332333.57387658383,4626925.435678572,1,4,2022
abellerol_4,309713.5901562843,4597912.142052327,1,4,2022
abellerol_4,303816.6125656002,4602486.846864951,1,4,2022
abellerol_4,282193.60245386494,4623569.804477159,1,4,2022
abellerol_4,434359.2404388166,4658573.314216239,1,4,2022
abellerol_4,440765.2115034687,4676956.910709646,1,4,2022
abellerol_4,499407.5721838998,4687299.025992634,1,4,2022
abellerol_4,495730.09964364226,4682152.253307979,1,4,2022
abellerol_4,507973.07450739015,4659285.971795397,1,4,2022
abellerol_4,508407.479909626,4673299.169301422,1,4,2022
abellerol_4,489407.675694759,4632299.591971887,1,4,2022
abellerol_4,437442.51461687137,4605581.034154627,1,4,2022
abellerol_4,437090.3657143938,4605475.488079345,1,4,2022
abellerol_4,437408.2184012554,4605299.868842844,1,4,2022
abellerol_4,429408.30247702746,4604299.877529458,1,4,2022
abellerol_4,478407.79103263805,4610299.8216306325,1,4,2022
abellerol_4,308642.5658350836,4595367.924804539,1,4,2022
abellerol_4,314764.74068000994,4585807.183178339,1,4,2022
abellerol_4,393408.6899417257,4565300.278501941,1,4,2022
abellerol_4,409158.13187580125,4604326.426194509,1,4,2022
abellerol_4,404590.5141127951,4614380.350486961,1,4,2022
abellerol_4,376339.89652588684,4611218.264981426,1,4,2022
abellerol_4,415877.6482334678,4626812.5543479,1,4,2022
abellerol_4,396408.6383896322,4631299.587354005,1,4,2022
abellerol_4,329354.33885508205,4616517.714011036,1,4,2022
abellerol_4,308137.68724468374,4608038.9753242815,1,4,2022
abellerol_4,309713.5901562843,4597912.142052327,1,4,2022
abellerol_4,309400.1409877179,4597535.829957683,1,4,2022
abellerol_4,378757.1867042078,4687107.536150879,1,4,2022
abellerol_4,403701.2192937048,4660210.856576161,1,4,2022
abellerol_4,403408.55983649107,4652299.371903208,1,4,2022
abellerol_4,434359.2404388166,4658573.314216239,1,4,2022
abellerol_4,441621.3236329884,4654218.566175689,1,4,2022
abellerol_4,485319.2729040424,4661333.807837966,1,4,2022
abellerol_4,508132.48304658895,4673326.169247445,1,4,2022
abellerol_4,512407.4399856186,4687299.025202067,1,4,2022
abellerol_4,468346.4440855341,4646034.0580252465,1,4,2022
abellerol_4,420951.2855090881,4619059.447918179,1,4,2022
abellerol_4,479407.7801141154,4617299.747768358,1,4,2022
abellerol_4,310082.49598819285,4595651.009459525,1,4,2022
abellerol_4,392408.7006769369,4563300.299509993,1,4,2022
abellerol_4,385505.61975156923,4568399.1674689045,1,4,2022
abellerol_4,339409.2378725023,4610299.783761791,1,4,2022
abellerol_4,346409.1624480324,4615299.735373288,1,4,2022
abellerol_4,414594.6184347774,4599083.456658535,1,4,2022
abellerol_4,415776.8375552472,4600440.555904454,1,4,2022
abellerol_4,304373.446984909,4634407.657008036,1,4,2022
abellerol_4,328201.70459149696,4601054.293098808,1,4,2022
abellerol_4,320409.4361189294,4609299.785196013,1,4,2022
abellerol_4,309713.5901562843,4597912.142052327,1,4,2022
abellerol_4,404408.5489065702,4653299.362333072,1,4,2022
abellerol_4,434359.2404388166,4658573.314216239,1,4,2022
abellerol_4,499985.9466385186,4662673.3564879,1,4,2022
